File: abc_unknown_cases/bobpcihm.aig
Command: ~/coding_env/abc/abc -c "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -i -n -c -t -k"
PDR Parameters: -r -i -n -c -t -k
Parameter Set: 7 of 32
Started at: Sat 14 Jun 2025 08:27:43 PM CST
----------------------------------------
ABC command line: "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -i -n -c -t -k".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 194                                                               2   194 101      0.04 sec
  2 : 0 195 401                                                           6   415 102      0.32 sec
225 : ... 72 47 23 15 9 5 6 8 7 8 6 8 6 5 5 5 6 5 7 6 6 6 5 67 6507       0  1403   0   1461.02 sec
226 : ... 36 23 13 10 9 8 9 8 9 9 9 8 10 12 9 11 8 7 7 8 72 506 6042    551  1404   1   1526.77 sec
227 : ... 23 13 10 9 8 9 8 9 9 9 8 10 12 9 11 8 7 7 7 6 272 400 5913      0  1404   0   1529.36 sec
228 : ... 10 9 8 9 8 9 9 9 8 10 12 9 11 8 7 10 12 12 282 416 852 5325    15  1404   0   1532.01 sec
229 : ... 23 13 10 9 8 9 8 9 9 9 8 10 12 7 8 6 7 7 7 6 6 5 5 66 6524      0  1404   0   1533.52 sec
230 : ... 95 76 65 59 62 55 59 57 68 52 52 44 33 27 20 15 74 242 6317    85  1404   0   1547.37 sec
231 : ... 8 4 4 4 4 4 4 5 5 4 5 4 4 4 4 4 4 5 4 4 4 4 4 4 4 125 6467      0  1404   0   1548.66 sec
232 : ... 4 4 4 4 4 5 5 4 5 4 4 4 4 4 4 5 4 4 4 4 4 4 4 125 285 6182      0  1404   0   1560.29 sec
233 : ... 4 4 4 5 5 4 5 4 4 4 4 4 4 5 4 4 4 4 4 4 5 127 287 533 5856      5  1404   0   1562.83 sec
234 : ... 4 4 4 5 5 4 5 4 4 4 4 4 4 5 4 4 4 4 4 4 6 7 6 208 698 5719     10  1404   0   1564.59 sec
235 : ... 5 4 5 4 4 4 4 5 7 8 8 10 9 11 9 15 14 11 9 111 302 640 5782    21  1404   0   1568.22 sec
236 : ... 5 5 4 5 4 4 4 4 5 4 5 5 4 4 4 4 4 4 5 6 8 156 324 718 5671      9  1404   0   1570.48 sec
237 : ... 4 4 5 5 4 5 4 4 4 4 5 4 5 5 4 4 4 4 4 4 5 4 4 5 4 5 5 6592      0  1404   0   1573.24 sec
238 : ... 4 5 5 4 5 4 4 4 4 5 4 5 5 4 4 4 4 4 4 5 4 4 5 4 5 5 4 6588      0  1404   0   1574.98 sec
239 : ... 5 4 5 4 4 4 4 5 4 5 5 4 4 4 4 4 4 5 4 4 5 4 5 5 4 166 6422      0  1404   0   1576.41 sec
240 : ... 7 10 11 11 10 11 7 9 7 7 7 9 8 7 7 8 7 9 8 10 173 772 5709    316  1404   0   1588.61 sec
241 : ... 4 4 4 4 4 4 5 5 4 4 4 4 4 4 4 4 4 5 4 5 5 4 4 273 303 5967      0  1404   0   1593.77 sec
242 : ... 4 4 4 4 5 5 4 4 4 4 4 4 4 4 4 5 4 5 6 8 10 279 313 507 5701    24  1404   0   1596.71 sec
243 : ... 4 4 4 4 4 5 5 4 4 4 4 4 4 4 4 4 5 4 5 5 4 4 5 5 46 307 6222     7  1404   0   1598.06 sec
244 : ... 4 4 4 4 5 5 4 4 4 4 4 4 4 4 4 5 4 5 5 4 4 4 5 6 90 373 6123    11  1404   0   1600.25 sec
245 : ... 4 4 4 5 5 4 4 4 4 4 4 4 4 4 5 4 5 5 4 4 4 4 4 4 4 127 6421      0  1404   0   1601.92 sec
246 : ... 4 5 5 4 4 4 4 4 4 4 4 4 5 4 5 5 4 4 4 4 4 4 4 127 399 6022      0  1404   0   1604.48 sec
247 : ... 5 4 4 4 4 4 4 4 4 4 5 4 5 5 4 4 4 4 4 5 7 132 406 795 5562      7  1404   0   1610.29 sec
248 : ... 4 4 4 4 4 4 4 4 4 5 4 5 5 4 4 4 4 4 6 6 7 129 198 450 5909     14  1404   0   1612.85 sec
249 : ... 5 5 4 4 4 4 4 4 4 4 4 5 4 5 5 4 4 4 4 4 6 4 4 4 5 4 87 6462     0  1404   0   1614.93 sec
250 : ... 4 4 4 4 4 4 4 4 4 5 4 5 5 4 4 4 4 4 6 4 4 5 6 6 90 495 5997    17  1404   0   1617.27 sec
251 : ... 4 4 4 4 4 4 4 5 4 5 5 4 4 4 4 4 4 4 4 4 5 4 4 127 285 6139      0  1404   0   1618.87 sec
252 : ... 4 4 4 4 4 5 4 5 5 4 4 4 4 4 4 4 4 4 5 4 5 129 288 536 5812      7  1404   0   1620.98 sec
253 : ... 4 4 4 4 4 5 4 5 5 4 4 4 4 4 4 4 4 4 5 4 5 4 5 192 603 5776      3  1404   0   1625.73 sec
254 : ... 4 4 4 5 4 5 5 4 5 5 5 4 4 5 4 4 5 4 6 7 8 152 388 554 5774     38  1404   0   1629.20 sec
255 : ... 64 60 45 39 39 31 31 33 31 24 22 21 18 20 123 234 609 5899    142  1404   0   1668.45 sec
256 : ... 4 4 4 4 4 4 5 4 5 4 4 4 5 4 4 5 4 4 5 4 5 6 8 144 543 6084     12  1404   0   1670.05 sec
257 : ... 4 4 4 4 4 4 4 5 4 5 4 4 4 5 4 4 5 4 4 5 4 5 4 4 4 4 4 6706      0  1404   0   1671.30 sec
258 : ... 4 4 4 4 4 5 4 5 4 4 4 5 4 4 5 4 4 5 4 5 4 4 4 4 4 150 6556      0  1404   0   1672.39 sec
259 : ... 4 4 4 5 4 5 4 4 4 5 4 4 5 4 4 5 4 5 4 4 4 4 4 150 333 6223      0  1404   0   1674.63 sec
260 : ... 5 4 4 4 5 4 4 5 4 4 6 6 10 10 10 12 12 12 158 350 694 5777     19  1404   0   1678.61 sec
261 : ... 4 4 4 5 4 5 4 4 4 5 4 4 5 4 4 6 4 6 4 4 5 4 4 4 4 5 99 6610     0  1404   0   1680.19 sec
262 : ... 18 16 17 16 19 18 18 17 15 14 13 14 13 15 12 107 555 6227     353  1404   0   1728.67 sec
263 : ... 4 5 4 4 4 5 4 4 5 4 4 5 4 6 4 4 5 4 4 4 4 5 5 133 250 6777      0  1404   0   1733.17 sec
264 : ... 4 4 4 5 4 4 5 4 4 5 4 6 4 4 5 4 4 4 4 5 6 135 252 503 6478      5  1404   0   1735.98 sec
265 : ... 4 4 4 5 4 4 5 4 4 5 4 6 4 4 5 4 4 4 4 5 6 4 4 112 519 6523      0  1404   0   1738.34 sec
266 : ... 14 11 13 9 10 12 11 13 13 12 14 17 15 16 121 532 1241 5584    381  1404   0   1755.74 sec
267 : ... 5 4 4 5 4 4 5 4 6 4 4 5 4 4 4 4 5 5 5 6 7 175 342 561 6324     15  1404   0   1771.64 sec
268 : ... 4 5 4 4 5 4 4 5 4 6 4 4 5 4 4 4 4 5 5 5 4 4 4 4 4 112 7060      0  1404   0   1773.41 sec
269 : ... 4 4 5 4 4 5 4 6 4 4 5 4 4 4 4 5 5 5 4 5 5 6 6 114 642 6445      9  1404   0   1774.92 sec
270 : ... 4 5 4 4 5 4 6 4 4 5 4 4 4 4 5 5 5 4 5 4 5 7 6 228 504 6466      7  1404   0   1776.63 sec
271 : ... 4 4 5 4 6 4 4 5 4 4 4 4 5 5 5 4 5 4 5 4 5 135 253 628 6368      5  1404   0   1779.10 sec
272 : ... 4 4 5 4 6 4 4 5 4 4 4 4 5 5 5 4 5 4 5 4 5 4 4 172 429 6568      0  1404   0   1781.25 sec
273 : ... 5 4 6 4 4 5 4 4 4 4 5 5 5 4 5 4 5 4 6 7 7 175 438 856 6007     24  1404   0   1784.19 sec
274 : ... 6 4 4 5 4 4 4 4 5 5 5 4 4 4 4 4 4 5 6 10 118 389 1033 5818     14  1404   0   1786.78 sec
275 : ... 4 5 4 6 4 4 5 4 4 4 4 5 5 5 4 4 4 4 4 4 4 4 4 4 4 4 4 7174      0  1404   0   1789.26 sec
276 : ... 5 4 6 4 4 5 4 4 4 4 5 5 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 7170      0  1404   0   1792.21 sec
277 : ... 6 4 4 5 4 4 4 4 5 5 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 172 6998      0  1404   0   1794.01 sec
278 : ... 4 5 4 4 4 4 5 5 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 172 423 6575      0  1404   0   1795.38 sec
279 : ... 49 36 34 35 31 24 30 23 25 27 24 21 20 19 183 438 1006 5826   734  1404   0   1893.94 sec
280 : ... 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 6 7 228 646 6242     11  1404   0   1900.28 sec
281 : ... 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 4 5 135 253 509 6409     13  1404   0   1902.62 sec
282 : ... 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 53 7027     0  1404   0   1904.52 sec
283 : ... 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 6 56 409 6642     6  1404   0   1906.30 sec
284 : ... 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 4 4 173 451 6456      0  1404   0   1908.09 sec
285 : ... 6 8 7 8 6 7 5 7 6 7 6 7 6 10 7 6 5 4 7 7 6 177 460 679 6042    46  1404   0   1912.42 sec
286 : ... 4 4 4 5 6 5 4 4 4 4 5 5 5 5 4 5 4 4 4 4 5 7 7 208 639 6472    624  1404   1   1944.72 sec
287 : ... 5 6 5 4 4 4 4 5 5 5 5 4 5 4 4 4 4 6 9 10 210 316 1100 5871      7  1404   0   1947.19 sec
288 : ... 4 4 4 5 6 5 4 4 4 4 5 5 5 5 4 5 4 4 4 4 6 4 4 4 4 4 4 7277      0  1404   0   1949.96 sec
289 : ... 4 4 5 6 5 4 4 4 4 5 5 5 5 4 5 4 4 4 4 6 4 4 4 4 4 4 4 7273      0  1404   0   1951.69 sec
290 : ... 5 6 5 4 4 4 4 5 5 5 5 4 5 4 4 4 4 6 4 4 4 4 4 4 4 331 6942      0  1404   0   1952.99 sec
291 : ... 6 6 6 6 5 5 5 5 5 6 5 6 4 4 4 6 4 5 5 5 5 5 7 335 967 6036    495  1404   1   1968.42 sec
292 : ... 6 5 5 5 5 5 6 5 6 4 4 4 6 4 5 5 5 6 7 10 339 686 1095 5437     17  1404   0   1972.21 sec
293 : ... 10 13 11 12 11 12 12 6 6 7 6 6 7 7 7 8 7 8 10 217 638 6513    490  1405   1   1989.83 sec
294 : ... 20 26 19 23 21 20 16 18 13 14 12 13 20 15 127 245 784 6387     50  1405   0   1996.96 sec
295 : ... 4 4 5 4 5 4 4 4 4 4 5 4 4 4 5 4 4 4 4 5 4 5 4 5 4 4 4 7337      0  1405   0   1999.07 sec
296 : ... 5 4 5 4 4 4 4 4 5 4 4 4 5 4 4 4 4 5 4 5 4 5 4 4 4 182 7155      0  1405   0   2000.52 sec
297 : ... 5 4 4 4 4 4 5 4 4 4 5 4 4 4 4 5 4 5 4 5 4 4 4 182 340 6815      0  1405   0   2002.10 sec
298 : ... 4 4 4 4 5 4 4 4 5 4 4 4 4 5 4 5 4 5 5 7 7 185 348 714 6314     22  1405   0   2004.85 sec
299 : ... 4 4 4 4 5 4 4 4 5 4 4 4 4 5 4 5 4 5 4 4 5 6 7 109 461 6801     11  1405   0   2006.37 sec
300 : ... 4 4 4 4 5 4 4 4 5 4 4 4 4 5 4 5 4 5 4 4 5 4 4 5 55 238 7067     3  1405   0   2008.42 sec
301 : ... 4 4 4 4 5 4 4 4 5 4 4 4 4 5 4 5 4 5 4 4 5 4 4 5 4 4 53 7281     0  1405   0   2010.13 sec
302 : ... 4 4 5 4 4 4 5 4 4 4 4 5 4 5 4 5 4 4 5 4 4 6 6 5 55 547 6758     5  1405   0   2011.93 sec
303 : ... 5 4 4 4 5 4 4 4 4 5 4 5 4 5 4 4 5 4 4 6 4 4 4 311 408 6614      0  1405   0   2015.26 sec
304 : ... 4 4 5 4 4 4 4 5 4 5 4 5 4 4 5 4 4 6 5 6 8 316 418 776 6084     16  1405   0   2017.54 sec
305 : ... 4 4 5 4 4 4 4 5 4 5 4 5 4 4 5 4 4 6 5 4 5 7 7 218 641 6509     14  1405   0   2019.71 sec
306 : ... 5 4 4 4 4 5 4 5 4 5 4 4 5 4 4 4 4 4 5 6 6 115 242 1032 6528     9  1405   0   2023.90 sec
307 : ... 4 4 5 4 4 4 4 5 4 5 4 5 4 4 5 4 4 4 4 4 5 4 4 4 4 4 4 7334      0  1405   0   2025.97 sec
308 : ... 5 4 4 4 4 5 4 5 4 5 4 4 5 4 4 4 4 4 5 4 4 4 4 4 4 182 7152      0  1405   0   2027.47 sec
309 : ... 4 4 4 5 4 5 4 5 4 4 5 4 4 4 4 4 5 4 4 4 4 4 4 182 507 6645      0  1405   0   2028.86 sec
310 : ... 4 5 4 5 4 4 6 5 5 6 5 6 7 9 8 8 11 15 16 195 521 1038 5938     37  1405   0   2032.70 sec
311 : ... 4 5 4 5 4 5 4 4 4 4 4 4 4 4 4 5 4 4 4 4 5 7 7 217 603 6557      7  1405   0   2035.05 sec
312 : ... 4 5 4 5 4 4 4 4 4 4 4 4 4 5 4 4 4 4 5 5 5 114 188 547 6654      7  1405   0   2038.22 sec
313 : ... 4 5 4 5 4 5 4 4 4 4 4 4 4 4 4 5 4 4 4 4 5 5 4 4 4 5 4 7341      0  1405   0   2040.57 sec
314 : ... 4 5 4 5 4 4 4 4 4 4 4 4 4 5 4 4 4 4 5 5 4 4 4 5 4 182 7159      0  1405   0   2043.46 sec
315 : ... 4 5 4 4 4 4 4 4 4 4 4 5 4 4 4 4 5 5 4 4 4 5 4 182 389 6770      0  1405   0   2045.92 sec
316 : ... 4 4 4 4 4 4 4 4 4 5 4 4 4 4 5 5 4 4 5 7 7 186 398 950 6060     17  1405   0   2048.72 sec
317 : ... 12 9 7 8 9 8 6 6 6 8 7 6 6 5 5 6 4 4 5 5 5 7 8 161 520 6718   533  1405   1   2067.61 sec
318 : ... 7 8 9 8 6 6 6 8 7 6 6 5 5 6 4 4 5 5 5 7 8 161 224 599 6384      0  1405   0   2069.06 sec
319 : ... 9 8 6 6 6 8 7 6 6 5 5 6 4 4 5 5 5 7 8 161 224 601 946 5715      9  1405   0   2071.28 sec
320 : ... 18 17 17 22 23 23 18 19 18 15 13 167 190 488 769 1082 5313     50  1405   0   2078.31 sec
321 : ... 16 18 19 15 11 13 8 6 7 9 7 7 7 5 7 7 7 9 9 9 235 685 6509    846  1405   1   2191.95 sec
322 : ... 26 21 18 19 14 17 15 12 15 17 14 17 19 16 243 701 1307 5520   585  1405   1   2215.00 sec
323 : ... 21 18 19 14 17 15 12 15 17 14 17 19 16 243 141 280 634 6412     5  1405   0   2217.79 sec
324 : ... 19 14 17 15 12 15 17 14 17 19 16 243 141 280 524 728 5938       5  1405   0   2220.40 sec
325 : ... 14 17 15 12 15 17 14 17 19 16 243 139 182 175 288 448 6006      0  1405   0   2221.94 sec
326 : ... 23 20 20 23 27 25 29 31 28 250 151 197 193 298 463 895 5373    55  1405   0   2226.67 sec
327 : ... 30 4 6 4 4 4 5 4 4 6 4 4 5 4 5 4 4 4 5 4 5 4 5 182 437 6853     0  1405   0   2229.21 sec
328 : ... 4 4 4 5 4 4 6 4 4 5 4 5 4 4 4 5 4 6 7 10 187 447 1033 6075     14  1405   0   2236.16 sec
329 : ... 4 6 4 4 4 5 4 4 6 4 4 5 4 5 4 4 4 5 4 6 4 5 4 4 4 133 7338      0  1405   0   2238.32 sec
330 : ... 4 4 4 5 4 4 6 4 4 5 4 5 4 4 4 5 4 6 4 5 4 4 4 133 254 7084      0  1405   0   2239.89 sec
331 : ... 4 5 4 4 6 4 4 5 4 5 4 4 4 5 4 6 4 5 4 5 6 136 257 631 6741      7  1405   0   2243.77 sec
332 : ... 4 4 5 4 4 6 4 4 5 4 5 4 4 4 5 4 6 4 5 4 5 4 4 4 4 232 7232      0  1405   0   2245.76 sec
333 : ... 5 4 4 6 4 4 5 4 5 4 4 4 5 4 6 4 5 4 5 4 4 4 5 233 698 6560      6  1405   0   2247.38 sec
334 : ... 9 8 11 10 12 11 16 10 16 9 10 13 11 14 12 194 481 1285 6099   622  1406   1   2311.61 sec
335 : ... 4 6 4 4 5 4 6 4 4 4 5 4 6 4 5 4 4 4 4 4 4 4 4 133 254 7268      0  1406   0   2314.64 sec
336 : ... 4 4 5 4 6 4 4 4 5 4 6 4 5 4 4 4 4 4 4 4 5 135 257 616 6857      5  1406   0   2317.45 sec
337 : ... 6 4 4 5 4 6 4 4 4 5 4 6 4 5 4 4 4 4 4 4 4 5 4 5 55 261 7362     5  1406   0   2319.88 sec
338 : ... 4 4 5 4 6 4 4 4 5 4 6 4 5 4 4 4 4 4 4 4 5 4 4 4 5 317 7331      0  1406   0   2321.93 sec
339 : ... 5 4 6 4 4 4 5 4 6 4 5 4 4 4 4 4 4 4 5 4 4 4 5 317 414 6917      0  1406   0   2324.33 sec
340 : ... 6 4 4 4 5 4 6 4 5 4 4 4 4 4 4 4 5 5 7 8 11 323 427 797 6365    15  1406   0   2326.88 sec
341 : ... 6 4 4 4 5 4 6 4 5 4 4 4 4 4 4 4 5 5 4 4 6 7 8 120 492 7075     11  1406   0   2329.24 sec
342 : ... 6 4 4 4 5 4 6 4 5 4 4 4 4 4 4 4 5 5 4 4 6 5 5 7 56 258 7361     3  1406   0   2331.02 sec
343 : ... 4 4 4 5 4 6 4 5 4 4 4 4 4 4 4 5 5 4 4 6 5 5 7 4 4 183 7464      0  1406   0   2333.91 sec
344 : ... 4 5 4 6 4 5 4 4 4 4 4 4 4 5 5 4 5 7 6 8 10 9 9 188 668 6831    16  1406   0   2335.98 sec
345 : ... 4 6 4 5 4 4 4 4 4 4 4 5 5 4 5 4 4 5 6 4 5 135 411 761 6637      5  1406   0   2339.09 sec
346 : ... 6 4 5 4 4 4 4 4 4 4 5 5 4 5 4 4 5 6 5 8 7 162 358 798 6471     19  1406   0   2341.68 sec
347 : ... 64 59 61 74 57 55 54 61 57 49 42 41 26 44 148 333 1085 6423   275  1406   0   2442.82 sec
348 : ... 6 18 6 7 5 5 6 6 6 5 5 5 6 5 6 7 6 8 6 7 7 6 39 66 267 7387     3  1406   0   2445.33 sec
349 : ... 6 7 5 5 6 6 6 5 5 5 6 5 6 7 6 8 6 7 7 6 39 16 63 270 7382       6  1406   0   2448.03 sec
350 : ... 6 7 5 5 6 6 6 5 5 5 6 5 6 7 6 8 6 7 7 6 38 15 11 20 13 7645     0  1406   0   2450.10 sec
351 : ... 5 5 6 6 6 5 5 5 6 5 6 7 6 8 6 7 7 6 38 15 11 20 13 188 7457     0  1406   0   2452.25 sec
352 : ... 6 6 6 5 5 5 6 5 6 7 6 8 6 7 7 6 38 15 11 20 13 188 624 6833     0  1406   0   2454.28 sec
353 : ... 5 5 5 6 5 6 7 6 8 6 7 7 6 38 15 12 23 20 196 641 1208 5902     15  1406   0   2457.72 sec
354 : ... 6 5 5 5 6 5 6 7 6 8 6 7 7 6 38 15 12 20 14 5 4 112 185 7360     0  1406   0   2460.69 sec
355 : ... 5 5 6 5 6 7 6 8 6 7 7 6 38 15 12 20 15 7 6 114 188 588 6944     6  1406   0   2463.74 sec
356 : ... 5 5 5 6 5 6 7 6 8 6 7 7 6 38 15 12 20 15 5 4 4 4 4 54 7594      0  1406   0   2465.25 sec
357 : ... 5 6 5 6 7 6 8 6 7 7 6 38 15 12 20 15 5 4 4 5 5 56 445 7170      4  1406   0   2467.07 sec
358 : ... 6 5 6 7 6 8 6 7 7 6 38 15 12 20 15 5 4 4 5 4 4 187 574 6886     0  1406   0   2468.74 sec
359 : ... 7 6 8 6 7 7 7 39 16 12 20 16 5 4 4 5 6 9 194 587 1083 6056     31  1406   0   2473.86 sec
360 : ... 6 7 6 8 6 7 7 5 38 15 11 20 14 5 4 4 4 4 4 4 4 112 234 7310     0  1406   0   2476.21 sec
361 : ... 11 14 12 12 42 19 15 22 14 5 4 4 5 5 7 4 5 116 237 937 6716   896  1406   1   2577.94 sec
362 : ... 16 11 14 12 12 42 19 15 22 14 5 4 4 5 5 5 4 4 5 4 4 54 7616     0  1406   0   2579.92 sec
363 : ... 12 42 19 15 23 16 6 7 9 11 11 11 10 11 12 13 9 61 265 7420     19  1406   0   2583.52 sec
364 : ... 14 12 12 42 19 15 23 13 5 4 4 5 5 4 4 4 5 4 4 4 5 299 7400      0  1406   0   2585.78 sec
365 : ... 12 12 42 19 15 23 13 5 4 4 5 5 4 4 4 5 4 5 7 7 302 907 6525    11  1406   0   2587.52 sec
366 : ... 42 19 15 23 13 5 4 4 5 5 4 4 4 5 4 5 5 7 192 472 667 6612      16  1406   0   2600.12 sec
367 : ... 12 42 19 15 23 13 5 4 4 5 5 4 4 4 5 4 5 4 5 4 4 4 113 7589      0  1406   0   2602.22 sec
368 : ... 42 19 15 23 13 5 4 4 5 5 4 4 4 5 4 5 4 5 4 4 4 113 301 7287     0  1406   0   2604.16 sec
369 : ... 15 23 13 5 4 4 5 5 4 4 4 5 4 5 4 5 5 6 6 116 305 821 6706       8  1406   0   2606.77 sec
370 : ... 19 15 23 13 5 4 4 5 5 4 4 4 5 4 5 4 5 5 4 4 5 4 5 116 7582      0  1406   0   2609.59 sec
371 : ... 15 23 13 5 4 4 5 5 4 4 4 5 4 5 4 5 5 4 4 5 5 7 119 451 7164    16  1406   0   2612.56 sec
372 : ... 15 23 13 5 4 4 5 5 4 4 4 5 4 5 4 5 4 4 4 5 4 5 5 4 188 7507     0  1406   0   2614.69 sec
373 : ... 13 5 4 4 5 5 4 4 4 5 4 5 4 5 4 4 4 5 4 5 5 4 188 511 6996       0  1406   0   2616.09 sec
374 : ... 5 4 4 5 5 4 4 4 5 4 5 4 5 4 4 4 5 4 6 7 8 193 522 926 6315     14  1406   0   2618.89 sec
375 : ... 5 4 4 5 5 4 4 4 5 4 5 4 5 4 4 4 5 4 6 5 4 4 4 112 187 7402      0  1406   0   2621.56 sec
376 : ... 4 5 5 4 4 4 5 4 5 4 5 4 4 4 5 4 6 5 5 5 6 115 191 839 6892      9  1406   0   2625.48 sec
377 : ... 4 5 5 4 4 4 5 4 5 4 5 4 4 4 5 4 6 5 5 4 4 6 7 119 493 7122     13  1406   0   2628.35 sec
378 : ... 4 5 5 4 4 4 5 4 5 4 5 4 4 4 5 4 6 5 5 4 4 5 6 6 55 445 7221     5  1406   0   2630.09 sec
379 : ... 5 4 4 4 5 4 5 4 5 4 4 4 5 4 6 5 5 4 4 5 6 5 4 188 340 7171      0  1406   0   2631.80 sec
380 : ... 4 4 5 4 5 4 5 4 4 4 5 4 6 5 5 4 5 6 8 6 6 191 347 621 6761     22  1406   0   2635.31 sec
381 : ... 4 4 4 5 4 5 4 5 4 4 4 5 4 6 5 4 4 4 5 5 5 4 4 4 4 183 7511      0  1406   0   2637.60 sec
382 : ... 11 13 13 17 12 13 12 14 13 13 15 10 9 8 9 9 6 184 614 6914    860  1406   1   2737.79 sec
383 : ... 13 17 12 13 12 14 13 14 17 11 9 8 10 10 8 188 447 1348 6111   738  1406   1   2772.82 sec
384 : ... 14 11 13 13 17 12 13 12 14 13 5 5 5 5 4 4 5 4 4 5 5 4 7727      0  1406   0   2776.17 sec
385 : ... 11 13 13 17 12 13 12 14 13 5 5 5 5 4 4 5 4 4 5 5 4 239 7488     0  1406   0   2778.17 sec
386 : ... 13 17 12 13 12 14 13 5 5 5 5 4 4 5 4 4 5 6 5 240 709 6802       5  1406   0   2780.31 sec
387 : ... 17 12 13 12 14 13 5 5 5 6 6 6 7 6 6 7 9 9 195 459 1165 6182   645  1406   1   2802.08 sec
388 : ... 13 12 14 13 5 5 5 6 6 6 7 6 6 7 9 9 195 459 505 1248 5537       4  1406   0   2803.84 sec
389 : ... 19 19 9 9 9 10 7 11 8 7 7 9 10 13 196 462 417 777 1406 5166   643  1407   1   2828.49 sec
390 : ... 20 5 5 5 5 4 4 5 5 5 5 4 4 5 4 4 5 5 4 4 4 5 5 55 264 7444      5  1407   0   2831.68 sec
391 : ... 20 5 5 5 5 4 4 5 5 5 5 4 4 5 4 4 5 5 4 4 4 5 4 4 4 189 7545     0  1407   0   2833.22 sec
392 : ... 5 5 5 4 4 5 5 5 5 4 4 5 4 4 5 5 4 4 4 5 4 4 4 189 462 7083      0  1407   0   2835.32 sec
393 : ... 9 6 6 6 7 7 7 7 6 9 6 7 6 7 5 4 4 5 5 7 7 193 467 691 6621     46  1407   0   2839.16 sec
394 : ... 5 4 4 5 5 5 5 4 4 5 4 4 5 5 4 4 4 4 4 4 4 4 5 164 553 7058      3  1407   0   2841.11 sec
395 : ... 4 5 5 5 5 4 4 5 4 5 5 5 5 5 5 4 5 5 7 7 8 119 354 1138 6386    33  1407   0   2843.85 sec
396 : ... 5 4 4 5 5 5 5 4 4 5 4 4 4 5 4 4 4 4 5 4 4 4 4 4 4 4 4 7752      0  1407   0   2847.13 sec
397 : ... 4 5 5 5 5 4 4 5 4 4 4 5 4 4 4 4 5 4 4 4 4 4 4 4 4 189 7563      0  1407   0   2848.84 sec
398 : ... 5 5 5 4 4 5 4 4 4 5 4 4 4 4 5 4 4 4 4 4 4 4 4 189 513 7050      0  1407   0   2850.78 sec
399 : ... 5 4 4 5 4 4 4 5 4 4 4 4 5 4 4 4 4 4 5 6 7 194 523 914 6382     16  1407   0   2853.95 sec
400 : ... 5 4 4 5 4 4 4 5 4 4 4 4 5 4 4 4 4 4 5 4 4 4 4 113 297 7349      0  1407   0   2856.17 sec
401 : ... 4 5 4 4 4 5 4 4 4 4 5 4 4 4 4 4 5 4 4 5 6 117 303 978 6539     20  1407   0   2858.84 sec
402 : ... 5 4 4 5 4 4 4 5 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 7751      0  1407   0   2861.01 sec
403 : ... 4 5 4 4 4 5 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 240 7511      0  1407   0   2862.60 sec
404 : ... 4 4 4 5 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 5 241 728 6803      3  1407   0   2864.23 sec
405 : ... 4 4 4 4 6 5 5 5 6 6 5 7 6 11 12 9 11 20 16 201 528 908 6398    31  1407   0   2868.80 sec
406 : ... 4 5 4 4 4 4 6 4 4 4 4 4 4 4 4 6 4 5 4 5 4 5 4 114 297 7352      0  1407   0   2871.59 sec
407 : ... 4 4 4 4 6 4 4 4 4 4 4 4 4 6 4 5 4 5 4 5 6 118 303 1167 6565    13  1407   0   2875.27 sec
408 : ... 4 5 4 4 4 4 6 4 4 4 4 4 4 4 4 6 4 5 4 5 4 5 4 5 4 4 4 7755      0  1407   0   2877.46 sec
409 : ... 4 4 4 4 6 4 4 4 4 4 4 4 4 6 4 5 4 5 4 5 4 5 4 4 4 189 7566      0  1407   0   2879.11 sec
410 : ... 4 4 6 4 4 4 4 4 4 4 4 6 4 5 4 5 4 5 4 5 4 4 4 189 462 7103      0  1407   0   2881.53 sec
411 : ... 6 4 4 4 4 4 4 4 4 6 4 5 4 5 4 5 4 5 4 5 6 193 472 696 6636     17  1407   0   2885.11 sec
412 : ... 6 4 4 4 4 4 4 4 4 6 4 5 4 5 4 5 4 5 4 4 4 5 5 164 555 7061      6  1407   0   2887.45 sec
413 : ... 175 162 179 164 163 157 147 118 129 96 86 179 370 1040 6623   491  1407   0   3469.75 sec
414 : ... 4 7 5 5 7 4 6 5 10 28 19 12 9 8 8 7 8 7 6 7 9 9 19 10 7810      0  1407   0   3473.18 sec
