File: abc_unknown_cases/bobpcihm.aig
Command: ~/coding_env/abc/abc -c "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -n -t -k"
PDR Parameters: -n -t -k
Parameter Set: 6 of 32
Started at: Sat 14 Jun 2025 08:24:14 PM CST
----------------------------------------
ABC command line: "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -n -t -k".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 194                                                               2   194 101      0.04 sec
  2 : 0 174 403                                                           6   421 101      0.31 sec
216 : ... 4 5 4 4 4 4 4 4 5 5 5 4 5 4 4 4 6 4 4 4 5 4 4 4 5 4 4 7659      0  1397   0   1842.04 sec
217 : ... 4 4 4 4 4 4 5 5 5 4 5 4 4 4 6 4 4 4 5 4 4 4 5 4 4 289 7370      0  1397   0   1848.00 sec
218 : ... 23 17 15 15 12 9 9 9 9 7 6 7 9 7 9 10 11 13 14 296 727 6670   438  1397   1   1860.15 sec
219 : ... 36 34 39 32 24 28 19 10 9 8 4 4 4 6 5 6 246 456 1006 6318     482  1397   1   1892.57 sec
220 : ... 7 9 8 10 9 9 9 6 7 8 6 8 10 8 7 7 6 7 4 5 7 6 114 531 7104     20  1397   0   1899.90 sec
221 : ... 7 9 8 10 9 9 9 6 7 8 6 8 10 8 7 7 6 7 4 4 5 4 4 4 105 7604      0  1397   0   1905.73 sec
222 : ... 8 10 9 9 9 6 7 8 6 8 10 8 7 7 6 7 4 4 5 4 6 6 107 610 7020      8  1397   0   1912.31 sec
223 : ... 9 9 9 6 7 8 6 8 10 8 7 7 6 7 4 4 5 4 5 5 57 327 1113 6513      10  1397   0   1919.22 sec
224 : ... 9 9 9 6 7 8 6 8 10 8 7 7 6 7 4 4 5 4 5 4 4 4 241 453 7017       0  1397   0   1925.49 sec
225 : ... 11 10 11 11 14 16 20 22 23 17 14 11 12 10 244 459 987 6258     46  1397   0   1933.49 sec
226 : ... 9 9 6 7 8 6 8 9 7 6 6 6 7 4 4 5 4 5 4 4 4 5 6 164 680 6941     11  1397   0   1940.00 sec
227 : ... 9 9 6 7 8 6 8 9 7 6 6 6 7 4 4 5 4 5 4 4 4 4 4 4 57 325 7345     0  1397   0   1946.78 sec
228 : ... 6 7 8 6 8 9 7 6 6 6 7 4 4 5 4 5 4 4 4 4 6 6 59 328 953 6684    13  1397   0   1953.28 sec
229 : ... 9 6 7 8 6 8 9 7 6 6 6 7 4 4 5 4 5 4 4 4 4 5 4 5 5 5 53 7664     0  1397   0   1960.59 sec
230 : ... 13 18 14 16 14 14 16 16 15 12 15 19 17 10 9 6 7 57 292 7401   457  1397   1   1973.99 sec
231 : ... 7 6 8 9 8 6 6 6 7 5 4 4 4 4 4 5 4 4 5 4 4 4 4 4 4 166 7550      0  1397   0   1979.94 sec
232 : ... 13 9 8 11 13 12 9 7 8 8 6 6 5 4 5 4 4 4 5 5 5 169 1036 6547   549  1397   1   1994.22 sec
233 : ... 8 6 6 6 7 5 4 4 4 4 4 5 4 4 5 4 4 4 4 6 8 61 530 1138 6308     18  1397   0   2001.81 sec
234 : ... 6 6 6 7 5 4 4 4 4 4 5 4 4 5 4 4 4 4 5 5 8 197 419 970 6284     14  1397   0   2008.99 sec
235 : ... 8 6 6 6 7 5 4 4 4 4 4 5 4 4 5 4 4 4 4 5 4 6 4 4 4 114 7610      0  1397   0   2015.72 sec
236 : ... 10 6 7 8 9 10 11 11 17 13 13 8 6 6 8 8 9 7 6 6 117 535 7114   563  1398   1   2030.34 sec
237 : ... 6 6 7 5 4 4 4 4 4 5 4 4 5 4 4 4 4 5 4 6 4 4 4 4 4 105 7622      0  1398   0   2036.44 sec
238 : ... 7 5 4 4 4 4 4 5 4 4 5 4 4 4 4 5 6 7 5 4 4 6 8 109 813 6837     19  1398   0   2043.92 sec
239 : ... 4 4 4 4 4 5 4 4 5 4 4 4 4 5 5 5 4 4 4 4 5 57 528 1087 6367     10  1398   0   2050.90 sec
240 : ... 4 4 4 4 5 4 4 5 4 4 4 4 5 5 5 5 5 6 4 5 5 196 368 686 6606     20  1398   0   2057.90 sec
241 : ... 4 4 4 4 4 5 4 4 5 4 4 4 4 5 5 5 4 4 4 4 4 4 4 4 4 114 7615      0  1398   0   2063.98 sec
242 : ... 4 4 4 5 4 4 5 4 4 4 4 5 5 5 4 4 4 4 4 4 4 5 5 117 576 7072     14  1398   0   2069.94 sec
243 : ... 4 4 4 5 4 4 5 4 4 4 4 5 5 5 4 4 4 4 4 4 4 4 4 5 54 345 7355     5  1398   0   2076.10 sec
244 : ... 4 4 5 4 4 5 4 4 4 4 5 5 5 4 4 4 4 4 4 4 4 4 4 4 56 324 7351     0  1398   0   2081.92 sec
245 : ... 4 4 5 4 4 4 4 5 5 5 4 4 4 4 4 4 4 4 5 5 8 58 329 1113 6531     21  1398   0   2089.34 sec
246 : ... 4 4 5 4 4 4 4 5 5 5 4 4 4 4 4 4 4 4 4 4 5 4 4 241 502 6987      0  1398   0   2095.39 sec
247 : ... 4 4 4 4 5 5 5 4 4 4 4 4 4 4 4 4 6 7 8 13 251 518 1301 6022     21  1398   0   2102.49 sec
248 : ... 5 4 4 4 4 5 5 5 4 4 4 4 4 4 4 4 4 5 5 5 5 5 6 118 536 7122     22  1398   0   2108.84 sec
249 : ... 4 5 4 4 4 4 5 5 5 4 4 4 4 4 4 4 4 4 5 5 5 4 4 5 5 4 56 7678     0  1398   0   2115.03 sec
250 : ... 4 4 4 4 5 5 5 4 4 4 4 4 4 4 4 4 5 5 5 4 4 5 5 4 56 324 7354     0  1398   0   2120.81 sec
251 : ... 4 4 5 5 5 4 4 4 4 4 4 4 4 4 5 5 5 4 4 5 5 7 58 330 955 6698    12  1398   0   2127.88 sec
252 : ... 4 4 5 5 5 4 4 4 4 4 4 4 4 4 5 5 5 4 4 5 5 5 4 5 4 290 7439      0  1398   0   2133.65 sec
253 : ... 5 5 5 4 4 4 4 4 4 4 4 4 5 5 5 4 4 5 5 5 4 5 5 291 836 6634      5  1398   0   2139.26 sec
254 : ... 14 14 13 16 11 10 13 11 8 8 8 6 8 5 6 6 245 603 1467 6165     660  1398   1   2172.25 sec
255 : ... 6 8 8 5 5 5 5 5 4 4 4 4 5 5 5 4 4 5 5 5 4 5 4 4 4 4 56 7925     0  1398   0   2179.17 sec
256 : ... 8 5 5 5 5 5 4 4 4 4 5 5 5 4 4 5 5 5 4 5 4 4 4 4 56 339 7574     0  1398   0   2185.61 sec
257 : ... 15 18 12 11 12 14 13 14 14 12 14 10 8 11 62 346 1051 6837     533  1398   1   2214.48 sec
258 : ... 16 19 17 16 13 8 7 4 4 6 6 5 8 7 8 7 8 7 10 10 58 548 7420    590  1398   1   2230.57 sec
259 : ... 5 5 4 5 4 4 4 5 5 4 4 4 5 4 4 4 5 4 4 4 4 4 4 257 587 7156      0  1398   0   2237.52 sec
260 : ... 40 33 34 29 32 28 36 27 26 24 20 13 8 7 260 594 1522 6009     615  1398   1   2265.32 sec
261 : ... 5 5 8 5 5 5 6 6 6 5 5 7 6 5 8 9 6 5 5 7 8 5 4 6 54 294 7704     5  1398   0   2278.15 sec
262 : ... 5 5 8 5 5 5 6 6 6 5 5 7 6 5 8 9 6 5 5 7 8 5 4 5 4 4 4 8019      0  1398   0   2284.84 sec
263 : ... 5 8 5 5 5 6 6 6 5 5 7 6 5 8 9 6 5 5 7 8 5 4 5 4 4 4 56 7963     0  1398   0   2292.10 sec
264 : ... 5 5 5 6 6 6 5 5 7 6 5 8 9 6 5 5 7 8 5 4 5 4 4 4 56 340 7623     0  1398   0   2298.75 sec
265 : ... 6 6 6 5 5 7 6 5 8 9 6 5 5 7 8 5 4 5 4 4 5 57 343 1335 6579      8  1398   0   2305.82 sec
266 : ... 12 14 12 12 12 10 12 13 12 13 15 10 12 8 7 7 432 1087 6545    468  1398   1   2318.18 sec
267 : ... 7 5 5 6 6 5 8 8 6 5 5 7 9 5 5 6 6 5 8 6 7 262 473 1030 6587    25  1398   0   2326.86 sec
268 : ... 5 7 5 5 6 6 5 8 8 6 5 5 7 9 5 4 5 4 4 5 4 5 6 8 57 347 7658     8  1398   0   2333.88 sec
269 : ... 7 5 5 6 6 5 8 8 6 5 5 7 9 5 4 5 4 4 5 4 4 5 5 4 57 340 7631     0  1398   0   2340.46 sec
270 : ... 6 6 5 8 8 6 5 5 7 9 5 4 5 4 4 5 4 4 5 6 5 58 346 1015 6913     10  1398   0   2349.53 sec
271 : ... 5 6 6 5 8 8 6 5 5 7 9 5 4 5 4 4 5 4 4 5 5 4 5 5 4 126 7896      0  1398   0   2356.47 sec
272 : ... 6 5 8 8 6 5 5 7 9 5 4 5 4 4 5 4 4 5 5 4 6 6 5 129 808 7125     22  1398   0   2362.92 sec
273 : ... 5 8 8 6 5 5 7 9 5 4 5 4 4 5 4 4 5 5 4 5 5 4 4 260 519 7247      0  1398   0   2369.45 sec
274 : ... 20 10 7 6 5 6 8 8 8 11 11 9 14 16 16 15 274 534 1195 6334     595  1398   1   2389.87 sec
275 : ... 5 8 9 6 5 5 7 8 5 4 5 4 4 4 4 5 5 4 4 4 5 4 4 4 4 4 56 7987     0  1398   0   2397.66 sec
276 : ... 9 6 5 5 7 8 5 4 5 4 4 4 4 5 5 4 4 4 5 4 4 4 4 4 56 341 7646     0  1398   0   2403.93 sec
277 : ... 5 4 5 4 4 4 6 8 9 10 12 14 13 14 13 9 9 12 63 351 1042 6821    43  1398   0   2412.28 sec
278 : ... 5 7 8 5 4 5 4 4 4 5 5 6 4 4 4 5 4 4 5 4 4 6 6 130 604 7348     15  1398   0   2418.89 sec
279 : ... 5 7 8 5 4 5 4 4 4 5 5 6 4 4 4 5 4 4 5 4 4 4 4 5 54 295 7723     5  1398   0   2425.85 sec
280 : ... 7 8 5 4 5 4 4 4 5 5 6 4 4 4 5 4 4 5 4 4 4 4 4 4 4 261 7781      0  1398   0   2432.03 sec
281 : ... 5 4 5 4 4 4 5 5 6 4 4 4 5 4 4 5 4 4 4 4 4 4 4 261 470 7311      0  1398   0   2438.11 sec
282 : ... 5 4 4 4 5 5 6 4 4 4 5 4 4 5 4 4 4 4 4 5 5 264 474 1030 6595    14  1398   0   2445.88 sec
283 : ... 4 5 4 4 4 5 5 6 4 4 4 5 4 4 5 4 4 4 4 4 4 4 6 6 54 463 7551    11  1398   0   2456.13 sec
284 : ... 4 4 5 5 5 6 4 4 4 6 5 4 5 4 5 4 4 5 4 4 6 5 5 183 887 6999    595  1398   1   2483.94 sec
285 : ... 4 5 5 6 4 4 4 5 4 4 5 4 4 4 4 4 4 4 5 4 5 57 345 1011 6930      9  1398   0   2491.77 sec
286 : ... 4 4 4 5 5 6 4 4 4 5 4 4 5 4 4 4 4 4 4 4 5 4 4 4 4 4 4 8034      0  1398   0   2500.01 sec
287 : ... 4 5 5 6 4 4 4 5 4 4 5 4 4 4 4 4 4 4 5 4 4 4 4 4 4 431 7603      0  1398   0   2506.26 sec
288 : ... 6 6 4 4 4 5 4 6 5 4 4 5 5 4 4 5 5 4 5 4 4 5 6 439 1088 6576   627  1398   1   2542.31 sec
289 : ... 15 14 15 11 9 6 7 8 8 12 14 11 7 5 5 8 7 266 474 1113 6539     59  1398   0   2552.54 sec
290 : ... 13 7 6 6 5 7 8 8 7 7 7 8 7 11 9 7 5 7 6 6 6 7 180 886 7026    655  1398   1   2580.45 sec
291 : ... 4 4 5 4 4 5 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 5 57 345 933 6953     8  1398   0   2589.27 sec
292 : ... 4 4 4 5 4 4 5 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 5 53 8007     0  1398   0   2596.31 sec
293 : ... 13 14 15 21 15 16 14 14 12 9 12 8 6 7 8 7 6 7 54 299 7801     576  1398   1   2611.80 sec
294 : ... 5 4 4 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 4 4 5 4 5 4 4 179 7951      0  1398   0   2618.53 sec
295 : ... 4 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 4 4 6 5 7 10 9 183 910 7088    13  1398   0   2625.08 sec
296 : ... 5 4 4 4 4 4 4 5 5 4 4 4 4 4 4 4 4 4 4 6 4 4 4 260 506 7368      0  1398   0   2632.23 sec
297 : ... 4 4 4 4 4 5 5 4 4 4 4 4 4 4 4 4 4 6 4 5 6 263 516 1041 6631    19  1398   0   2639.54 sec
298 : ... 11 13 11 12 10 11 12 11 13 14 12 6 5 5 10 54 258 759 7206     473  1398   0   2663.45 sec
299 : ... 4 4 4 4 4 5 5 4 4 4 4 4 4 4 4 4 4 5 4 4 4 4 4 5 54 417 7694     6  1398   0   2670.36 sec
300 : ... 4 4 4 5 5 4 4 4 4 4 4 4 4 4 4 5 4 4 4 4 5 6 6 133 578 7468     20  1398   0   2677.05 sec
301 : ... 4 4 4 4 5 5 4 4 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 5 4 56 8081     0  1398   0   2685.42 sec
302 : ... 4 4 5 5 4 4 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 5 4 56 603 7478     0  1398   0   2693.00 sec
303 : ... 5 4 4 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 5 5 58 608 1458 6375      6  1398   0   2701.82 sec
304 : ... 4 4 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 6 6 6 203 382 735 6952     22  1398   0   2709.01 sec
305 : ... 5 4 4 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 5 4 4 4 4 4 129 8008      0  1398   0   2717.76 sec
306 : ... 4 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 5 4 4 4 5 5 132 672 7371     15  1398   0   2724.51 sec
307 : ... 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 5 4 4 5 5 6 6 107 639 7422     11  1398   0   2731.27 sec
308 : ... 32 26 30 28 30 27 23 27 28 27 27 23 22 17 64 350 1107 6861    448  1398   0   2757.04 sec
309 : ... 4 4 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 6 4 4 5 4 5 260 470 7421      0  1398   0   2764.14 sec
310 : ... 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 6 4 4 5 5 6 262 473 896 6752     22  1398   0   2771.61 sec
311 : ... 4 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 6 4 4 5 4 5 4 4 4 178 7967      0  1398   0   2779.88 sec
312 : ... 4 4 4 5 4 6 8 9 8 7 8 8 6 5 7 4 4 5 4 5 5 5 6 182 665 7353     38  1398   0   2786.83 sec
313 : ... 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 6 4 4 5 4 5 4 4 4 4 4 56 8092     0  1398   0   2794.11 sec
314 : ... 4 4 5 4 4 4 4 4 4 4 4 4 4 6 4 4 5 4 5 4 4 4 4 4 56 554 7538     0  1398   0   2800.59 sec
315 : ... 4 4 4 4 4 4 4 4 4 4 6 4 4 5 4 5 4 4 4 4 5 57 558 1205 6651      8  1398   0   2808.35 sec
316 : ... 31 28 26 18 16 13 19 21 20 22 23 20 21 16 210 428 1045 6661   642  1399   1   2848.75 sec
317 : ... 4 4 5 4 4 4 5 4 4 4 5 4 4 4 4 5 4 4 4 4 4 4 4 4 4 129 8039      0  1399   0   2862.24 sec
318 : ... 5 4 4 4 5 4 4 4 5 4 4 4 4 5 4 4 4 4 4 4 4 5 5 132 636 7439     14  1399   0   2869.00 sec
319 : ... 5 4 4 4 5 4 4 4 5 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 56 391 7723     0  1399   0   2875.96 sec
320 : ... 4 4 5 4 4 4 6 7 6 6 9 10 9 14 11 14 11 12 68 403 1237 6736     33  1399   0   2883.62 sec
321 : ... 4 4 4 5 4 4 4 5 4 4 4 4 5 5 5 4 4 5 4 4 4 4 5 4 5 4 4 8168      0  1399   0   2896.73 sec
322 : ... 4 5 4 4 4 5 4 4 4 4 5 5 5 4 4 5 4 4 4 4 5 4 5 4 4 261 7907      0  1399   0   2903.15 sec
323 : ... 4 4 4 5 4 4 4 4 5 5 5 4 4 5 4 4 4 4 5 4 5 4 4 261 590 7317      0  1399   0   2909.68 sec
324 : ... 4 5 4 4 4 4 5 5 5 4 4 5 4 4 4 4 5 4 5 6 6 265 596 1501 6173    22  1399   0   2917.18 sec
325 : ... 4 4 5 4 4 4 4 5 5 5 4 4 5 4 4 4 4 5 4 5 4 4 5 4 4 105 8068      0  1399   0   2923.96 sec
326 : ... 5 4 4 4 4 5 5 5 4 4 5 4 4 4 4 5 4 5 4 4 5 4 5 106 645 7449      5  1399   0   2930.69 sec
327 : ... 4 4 4 5 5 5 4 4 5 4 4 4 4 5 4 5 4 4 5 4 5 57 347 1017 7060     10  1399   0   2941.38 sec
328 : ... 5 4 4 4 4 5 5 5 4 4 5 4 4 4 4 5 4 5 4 4 5 4 4 4 4 5 4 8169      0  1399   0   2948.65 sec
329 : ... 4 4 4 5 5 5 4 4 5 4 4 4 4 5 4 5 4 4 5 4 4 4 4 5 4 433 7736      0  1399   0   2955.86 sec
330 : ... 4 5 5 5 4 4 5 4 4 4 4 5 4 5 4 4 5 4 4 4 4 6 6 436 1117 6670    12  1399   0   2962.64 sec
331 : ... 5 5 4 4 5 4 4 4 4 5 4 5 4 4 5 4 5 5 5 6 5 262 473 981 6792     24  1399   0   2970.43 sec
332 : ... 4 5 5 5 4 4 5 4 4 4 4 5 4 5 4 4 5 4 4 4 4 5 4 4 4 4 56 8125     0  1399   0   2977.69 sec
333 : ... 5 5 4 4 5 4 4 4 4 5 4 5 4 4 5 4 4 4 4 5 4 4 4 4 56 393 7732     0  1399   0   2984.07 sec
334 : ... 22 23 29 29 26 29 23 24 21 25 25 26 20 24 73 408 1510 6475    629  1399   1   2999.85 sec
335 : ... 4 5 4 5 4 4 4 5 5 4 4 5 4 5 4 4 4 4 5 5 4 5 6 389 1029 6810    15  1399   0   3007.51 sec
336 : ... 4 5 4 4 4 5 5 4 4 5 4 5 4 4 4 4 5 5 4 5 5 263 475 909 6797     19  1399   0   3014.68 sec
337 : ... 4 5 4 5 4 4 4 5 5 4 4 5 4 5 4 4 4 4 5 5 4 4 4 4 4 4 4 8189      0  1399   0   3021.79 sec
338 : ... 5 4 5 4 4 4 5 5 4 4 5 4 5 4 4 4 4 5 5 4 4 4 4 4 4 4 53 8136     0  1399   0   3028.72 sec
339 : ... 5 4 4 4 5 5 4 4 5 4 5 4 4 4 4 5 5 4 4 4 4 4 4 5 54 306 7855     4  1399   0   3035.44 sec
340 : ... 4 4 4 5 5 4 4 5 4 5 4 4 4 4 5 5 4 4 4 4 4 4 4 4 4 184 8001      0  1399   0   3042.85 sec
341 : ... 4 5 5 4 4 5 4 5 4 4 4 4 5 5 4 4 4 4 4 4 5 5 5 187 1122 6921    23  1399   0   3049.58 sec
342 : ... 5 4 4 5 4 5 4 4 4 4 5 5 4 4 4 4 4 4 4 4 5 57 559 1197 6687      8  1399   0   3057.76 sec
343 : ... 4 5 4 5 4 4 4 5 5 5 5 5 5 4 4 4 7 9 11 13 211 434 1049 6674    39  1399   0   3065.79 sec
344 : ... 5 5 4 4 5 4 5 4 4 4 4 5 5 4 4 4 4 4 4 5 4 5 4 4 4 4 4 8192      0  1399   0   3073.00 sec
345 : ... 5 4 4 5 4 5 4 4 4 4 5 5 4 4 4 4 4 4 5 4 5 4 4 4 4 4 57 8135     0  1399   0   3079.43 sec
346 : ... 4 5 4 5 4 4 4 4 5 5 4 4 4 4 4 4 5 4 5 4 4 4 4 4 57 470 7665     0  1399   0   3086.07 sec
347 : ... 5 4 4 4 4 5 5 4 4 4 4 4 4 5 4 5 4 4 4 4 6 59 479 1461 6454     15  1399   0   3093.51 sec
348 : ... 4 5 4 4 4 4 5 5 4 4 4 4 4 4 5 4 5 4 4 4 4 4 5 5 4 309 7883      0  1399   0   3100.58 sec
349 : ... 4 4 4 4 5 5 4 4 4 4 4 4 5 4 5 4 4 4 4 4 5 5 5 310 769 7141      5  1399   0   3107.38 sec
350 : ... 4 4 5 5 4 4 4 4 4 4 5 4 5 4 4 4 4 4 5 6 5 263 475 977 6795     17  1399   0   3114.66 sec
351 : ... 4 4 4 4 5 5 4 4 4 4 4 4 5 4 5 4 4 4 4 4 5 5 4 4 4 4 4 8188      0  1399   0   3121.88 sec
352 : ... 4 4 5 5 4 4 4 4 4 4 5 4 5 4 4 4 4 4 5 5 4 4 4 4 4 233 7955      0  1399   0   3128.83 sec
353 : ... 6 7 4 5 6 6 8 7 8 7 6 4 5 5 6 9 9 8 10 11 15 243 1021 7000    685  1400   1   3143.89 sec
354 : ... 4 4 4 4 4 6 7 7 8 10 13 15 15 11 10 11 12 61 354 1018 7084     38  1400   0   3153.15 sec
355 : ... 5 4 4 4 4 4 4 4 4 4 5 4 5 4 4 4 5 5 4 4 5 4 4 4 4 309 7890      0  1400   0   3160.20 sec
356 : ... 4 4 4 4 4 4 4 4 5 4 5 4 4 4 5 5 4 4 5 4 4 4 5 310 773 7144      5  1400   0   3167.36 sec
357 : ... 4 4 4 4 4 4 5 4 5 4 4 4 5 5 4 4 5 4 5 6 5 263 478 977 6808     26  1400   0   3175.98 sec
358 : ... 4 4 4 4 4 4 4 5 4 5 4 4 4 5 5 4 4 5 4 4 4 4 4 4 5 133 8078      0  1400   0   3183.20 sec
359 : ... 4 4 4 4 4 5 4 5 4 4 4 5 5 4 4 5 4 4 4 4 4 5 6 136 587 7526     15  1400   0   3189.87 sec
360 : ... 4 4 4 4 4 5 4 5 4 4 4 5 5 4 4 5 4 4 4 4 4 4 5 4 4 105 8104      0  1400   0   3196.78 sec
361 : ... 4 4 5 5 6 5 10 7 8 8 6 4 6 5 5 5 8 6 6 7 9 12 111 648 7480    682  1400   1   3214.32 sec
362 : ... 4 5 4 5 4 4 4 5 4 4 4 5 4 4 4 4 4 4 5 4 5 58 349 1185 6925      9  1400   0   3222.57 sec
363 : ... 4 5 4 5 4 4 4 5 4 4 4 5 4 4 4 4 4 4 5 4 4 5 4 260 471 7481      0  1400   0   3230.00 sec
364 : ... 4 5 4 4 4 5 4 4 4 5 4 4 4 4 4 4 5 4 4 6 5 263 475 1101 6701    16  1400   0   3237.67 sec
365 : ... 4 5 4 4 4 5 4 4 4 5 4 4 4 4 4 4 5 4 4 5 5 5 5 136 681 7443     22  1400   0   3245.30 sec
366 : ... 5 4 4 4 5 4 4 4 5 4 4 4 4 4 4 5 4 4 5 4 4 4 5 106 646 7489      5  1400   0   3251.90 sec
367 : ... 4 5 4 4 4 5 4 4 4 4 4 4 5 6 6 9 10 9 14 16 68 360 1025 7101    35  1400   0   3260.37 sec
368 : ... 5 4 4 4 5 4 4 4 5 4 4 4 4 4 4 5 4 4 5 4 4 4 4 4 4 4 4 8211      0  1400   0   3267.55 sec
369 : ... 4 4 5 4 4 4 5 4 4 4 4 4 4 5 4 4 5 4 4 4 4 4 4 4 4 309 7902      0  1400   0   3274.01 sec
370 : ... 9 6 7 5 10 8 7 5 4 4 5 6 7 6 6 5 7 6 7 5 6 7 6 310 886 7034   707  1400   1   3290.40 sec
----------------------------------------
STATUS: TIMEOUT (exceeded 3600 seconds)
Finished at: Sat 14 Jun 2025 09:24:14 PM CST
========================================
