File: ./hwmcc24/2024/sosylab/systemc/transmitter.10.cil.aig
17038 50.00       
17039 49.00       
17040 48.00       
17041 50.00       
17042 49.00       
17043 49.00       
17044 50.00       
17045 50.00       
17046 51.00       
17047 49.00       
17048 49.00       
17049 48.00       
17050 50.00       
17051 49.00       
17052 50.00       
17053 50.00       
17054 48.00       
17055 50.00       
17056 51.00       
17057 49.00       
17058 50.00       
17059 50.00       
17060 50.00       
17061 50.00       
17062 49.00       
17063 51.00       
17064 50.00       
=======================================

[ADAPTIVE] Strategy change: High Flip First
[ADAPTIVE] Strategy change: Default
[ADAPTIVE] Strategy change: Topo
[ADAPTIVE] Strategy change: Default
[ADAPTIVE] Strategy change: Reverse Topo
[ADAPTIVE] Strategy change: Low Flip First
[ADAPTIVE] Strategy change: Topo
[1, 1, 1, 1, 1, 1, 3313]
2 1 1 15 1125 2083 
SolverStatistic {
    num_solve: 21113,
    avg_decide_var: 0.953826,
    num_simplify_subsume: 0,
    num_simplify_self_subsume: 0,
}
Statistic {
    case: transmitter.10.cil.aig,
    time: 99.16s,
    num_mic: 3276,
    avg_mic_cube_len: 4.080891,
    avg_po_cube_len: 1601.399683,
    mic_drop: success: 1274, fail: 12032, success rate: 9.57%,
    num_down: 13306,
    num_down_sat: 10447,
    ctp: success: 0, fail: 3208, success rate: 0.00%,
    num_get_bad: 1906,
    overall_block_time: 88.648883065s,
    block_get_bad_time: 14.112637782s,
    block_get_predecessor_time: 6.492892218s,
    block_blocked_time: 11.478310447s,
    block_mic_time: 35.769956341s,
    block_push_time: 2.444623178s,
    overall_propagate_time: 8.877511356s,
    xor_gen: success: 0, fail: 0, success rate: NaN%,
    num_auxiliary_var: 0,
    test: success: 0, fail: 0, success rate: NaN%,
}
result: unsafe
----------------------------------------
STATUS: COMPLETED
Finished at: Fri 18 Apr 2025 11:38:47 AM CST
========================================
