File: ./hwmcc13/single/oski1rub01.aig
13154 0.00        
13155 0.00        
13156 0.00        
13157 0.00        
13158 0.00        
13159 0.00        
13160 0.00        
13161 0.00        
13162 0.00        
13163 0.00        
13164 98.00       
13165 98.00       
13166 99.00       
13167 98.00       
13168 98.00       
13169 0.00        
13170 0.00        
13171 0.00        
13172 0.00        
13173 0.00        
13174 0.00        
13175 0.00        
13176 0.00        
13177 0.00        
13178 0.00        
13179 0.00        
13180 0.00        
13181 0.00        
13182 0.00        
13183 0.00        
13184 0.00        
13185 0.00        
13186 0.00        
13187 0.00        
13188 0.00        
13189 0.00        
13190 0.00        
13191 0.00        
13192 2.00        
13193 0.00        
13194 0.00        
13195 0.00        
13196 0.00        
13197 0.00        
13198 0.00        
13199 0.00        
13200 0.00        
13201 0.00        
13202 0.00        
13203 0.00        
13204 0.00        
13205 1.00        
13206 1.00        
13207 0.00        
13208 0.00        
13209 0.00        
13210 0.00        
13211 0.00        
13212 0.00        
13213 0.00        
13214 0.00        
13215 0.00        
13216 0.00        
13217 0.00        
13218 0.00        
13219 0.00        
13220 0.00        
13221 0.00        
13222 0.00        
13223 99.00       
13224 98.00       
13225 99.00       
13226 98.00       
13227 98.00       
13228 0.00        
13229 0.00        
13230 0.00        
13231 0.00        
13232 0.00        
13233 0.00        
13234 0.00        
13235 0.00        
13236 1.00        
13237 0.00        
13238 0.00        
13239 0.00        
13240 0.00        
13241 1.00        
13242 0.00        
13243 0.00        
13244 0.00        
13245 3.00        
13246 1.00        
13247 0.00        
13248 0.00        
13249 0.00        
13250 99.00       
13251 98.00       
13252 99.00       
13253 98.00       
13254 98.00       
13255 99.00       
13256 98.00       
13257 99.00       
13258 98.00       
13259 98.00       
13260 99.00       
13261 98.00       
13262 99.00       
13263 99.00       
13264 98.00       
13265 99.00       
13266 98.00       
13267 99.00       
13268 98.00       
13269 98.00       
13270 99.00       
13271 98.00       
13272 99.00       
13273 99.00       
13274 98.00       
13275 99.00       
13276 98.00       
13277 99.00       
13278 98.00       
13279 98.00       
13280 99.00       
13281 98.00       
13282 99.00       
13283 98.00       
13284 98.00       
13285 98.00       
13286 98.00       
13287 99.00       
13288 98.00       
13289 98.00       
13290 99.00       
13291 98.00       
13292 99.00       
13293 98.00       
13294 98.00       
13295 98.00       
13296 98.00       
13297 98.00       
13298 98.00       
13299 98.00       
13300 99.00       
13301 98.00       
13302 99.00       
13303 98.00       
13304 98.00       
13305 99.00       
13306 98.00       
13307 99.00       
13308 99.00       
13309 98.00       
13310 99.00       
13311 98.00       
13312 99.00       
13313 98.00       
13314 98.00       
13315 99.00       
13316 98.00       
13317 99.00       
13318 98.00       
13319 98.00       
13320 99.00       
13321 98.00       
13322 99.00       
13323 98.00       
13324 98.00       
13325 98.00       
13326 98.00       
13327 99.00       
13328 98.00       
13329 98.00       
13330 98.00       
13331 98.00       
13332 99.00       
13333 99.00       
13334 98.00       
13335 99.00       
13336 98.00       
13337 99.00       
13338 98.00       
13339 98.00       
13340 99.00       
13341 98.00       
13342 99.00       
13343 98.00       
13344 98.00       
13345 99.00       
13346 98.00       
13347 99.00       
13348 98.00       
13349 98.00       
13350 99.00       
13351 98.00       
13352 99.00       
13353 98.00       
13354 98.00       
13355 99.00       
13356 98.00       
13357 99.00       
13358 98.00       
13359 98.00       
13360 98.00       
13361 98.00       
13362 99.00       
13363 98.00       
13364 98.00       
13365 98.00       
13366 98.00       
13367 99.00       
13368 98.00       
13369 98.00       
13370 99.00       
13371 98.00       
13372 99.00       
13373 98.00       
13374 97.00       
13375 99.00       
13376 98.00       
13377 99.00       
13378 98.00       
13379 98.00       
13380 98.00       
13381 98.00       
13382 99.00       
13383 98.00       
13384 98.00       
13385 99.00       
13386 98.00       
13387 99.00       
13388 99.00       
13389 98.00       
13390 99.00       
13391 98.00       
13392 98.00       
13393 98.00       
13394 98.00       
13395 99.00       
13396 98.00       
13397 99.00       
13398 98.00       
13399 98.00       
13400 99.00       
13401 98.00       
13402 99.00       
13403 98.00       
13404 98.00       
13405 99.00       
13406 98.00       
13407 99.00       
13408 98.00       
13409 98.00       
13410 99.00       
13411 98.00       
13412 99.00       
13413 98.00       
13414 98.00       
13415 99.00       
13416 98.00       
13417 99.00       
13418 98.00       
13419 98.00       
13420 99.00       
13421 98.00       
13422 98.00       
13423 98.00       
13424 98.00       
13425 98.00       
13426 98.00       
13427 98.00       
13428 98.00       
13429 98.00       
13430 99.00       
13431 98.00       
13432 99.00       
13433 98.00       
13434 98.00       
13435 99.00       
13436 98.00       
13437 99.00       
13438 98.00       
13439 98.00       
13440 99.00       
13441 98.00       
13442 99.00       
13443 98.00       
13444 98.00       
13445 99.00       
13446 98.00       
13447 99.00       
13448 98.00       
13449 98.00       
13450 99.00       
13451 98.00       
13452 99.00       
13453 98.00       
13454 98.00       
13455 98.00       
13456 98.00       
13457 99.00       
13458 98.00       
13459 98.00       
13460 98.00       
13461 98.00       
13462 99.00       
13463 98.00       
13464 98.00       
13465 99.00       
13466 98.00       
13467 99.00       
13468 98.00       
13469 98.00       
13470 99.00       
13471 98.00       
13472 99.00       
13473 98.00       
13474 98.00       
13475 99.00       
13476 98.00       
13477 99.00       
13478 98.00       
13479 98.00       
13480 98.00       
13481 99.00       
13482 99.00       
13483 98.00       
13484 98.00       
13485 99.00       
13486 98.00       
13487 99.00       
13488 98.00       
13489 98.00       
13490 98.00       
13491 98.00       
13492 99.00       
13493 98.00       
13494 98.00       
13495 99.00       
13496 99.00       
13497 99.00       
13498 99.00       
13499 98.00       
13500 99.00       
13501 98.00       
13502 99.00       
13503 98.00       
13504 98.00       
13505 99.00       
13506 98.00       
13507 99.00       
13508 98.00       
13509 98.00       
13510 99.00       
13511 98.00       
13512 99.00       
13513 98.00       
13514 98.00       
13515 98.00       
13516 98.00       
13517 99.00       
13518 98.00       
13519 98.00       
13520 99.00       
13521 98.00       
13522 99.00       
13523 98.00       
13524 98.00       
13525 99.00       
13526 98.00       
13527 99.00       
13528 98.00       
13529 98.00       
13530 98.00       
13531 98.00       
13532 99.00       
13533 99.00       
13534 98.00       
13535 98.00       
13536 98.00       
13537 99.00       
13538 98.00       
13539 98.00       
13540 98.00       
13541 98.00       
13542 99.00       
13543 98.00       
13544 98.00       
13545 99.00       
13546 98.00       
13547 99.00       
13548 98.00       
13549 98.00       
13550 98.00       
13551 98.00       
13552 99.00       
13553 99.00       
13554 98.00       
13555 99.00       
13556 98.00       
13557 99.00       
13558 98.00       
13559 98.00       
13560 99.00       
13561 98.00       
13562 99.00       
13563 98.00       
13564 98.00       
13565 99.00       
13566 98.00       
13567 99.00       
13568 98.00       
13569 98.00       
13570 98.00       
13571 98.00       
13572 99.00       
13573 98.00       
13574 98.00       
13575 99.00       
13576 98.00       
13577 99.00       
13578 98.00       
13579 98.00       
13580 99.00       
13581 98.00       
13582 98.00       
13583 98.00       
13584 98.00       
13585 99.00       
13586 98.00       
13587 99.00       
13588 98.00       
13589 98.00       
13590 99.00       
13591 98.00       
13592 99.00       
13593 98.00       
13594 98.00       
13595 99.00       
13596 98.00       
13597 99.00       
13598 98.00       
13599 98.00       
13600 99.00       
13601 98.00       
13602 99.00       
13603 98.00       
13604 98.00       
13605 98.00       
13606 98.00       
13607 99.00       
13608 98.00       
13609 98.00       
13610 99.00       
13611 98.00       
13612 99.00       
13613 98.00       
13614 98.00       
13615 99.00       
13616 98.00       
13617 99.00       
13618 98.00       
13619 98.00       
13620 99.00       
13621 98.00       
13622 99.00       
13623 98.00       
13624 98.00       
13625 98.00       
13626 98.00       
13627 99.00       
13628 98.00       
13629 98.00       
13630 99.00       
13631 98.00       
13632 99.00       
13633 99.00       
13634 98.00       
13635 98.00       
13636 98.00       
13637 99.00       
13638 98.00       
13639 98.00       
13640 99.00       
13641 98.00       
13642 99.00       
13643 98.00       
13644 98.00       
13645 99.00       
13646 98.00       
13647 99.00       
13648 98.00       
13649 98.00       
13650 99.00       
13651 98.00       
13652 99.00       
13653 98.00       
13654 98.00       
13655 99.00       
13656 98.00       
13657 99.00       
13658 98.00       
13659 98.00       
13660 99.00       
13661 98.00       
13662 99.00       
13663 98.00       
13664 98.00       
13665 98.00       
13666 98.00       
13667 99.00       
13668 98.00       
13669 98.00       
13670 99.00       
13671 98.00       
13672 99.00       
13673 98.00       
13674 98.00       
13675 99.00       
13676 98.00       
13677 99.00       
13678 98.00       
13679 98.00       
13680 99.00       
13681 98.00       
13682 98.00       
13683 98.00       
13684 98.00       
13685 98.00       
13686 98.00       
13687 99.00       
13688 98.00       
13689 98.00       
13690 99.00       
13691 98.00       
13692 99.00       
13693 99.00       
13694 98.00       
13695 98.00       
13696 98.00       
13697 99.00       
13698 99.00       
13699 98.00       
13700 98.00       
13701 98.00       
13702 99.00       
13703 98.00       
13704 98.00       
13705 99.00       
13706 98.00       
13707 99.00       
13708 98.00       
13709 98.00       
13710 99.00       
13711 98.00       
13712 99.00       
13713 98.00       
13714 98.00       
13715 99.00       
13716 98.00       
13717 98.00       
13718 98.00       
13719 98.00       
13720 98.00       
13721 98.00       
13722 98.00       
13723 98.00       
13724 98.00       
13725 99.00       
13726 99.00       
13727 99.00       
13728 98.00       
13729 98.00       
13730 98.00       
13731 98.00       
13732 99.00       
13733 98.00       
13734 98.00       
13735 99.00       
13736 98.00       
13737 99.00       
13738 98.00       
13739 98.00       
13740 99.00       
13741 98.00       
13742 99.00       
13743 98.00       
13744 98.00       
13745 98.00       
13746 98.00       
13747 99.00       
13748 99.00       
13749 98.00       
13750 99.00       
13751 98.00       
13752 98.00       
13753 99.00       
13754 98.00       
13755 99.00       
13756 98.00       
13757 99.00       
13758 99.00       
13759 98.00       
13760 99.00       
13761 98.00       
13762 99.00       
13763 99.00       
13764 98.00       
13765 99.00       
13766 98.00       
13767 99.00       
13768 98.00       
13769 98.00       
13770 98.00       
13771 99.00       
13772 98.00       
13773 99.00       
13774 98.00       
13775 98.00       
13776 99.00       
13777 98.00       
13778 99.00       
13779 99.00       
13780 99.00       
13781 98.00       
13782 98.00       
13783 98.00       
13784 99.00       
=======================================

[ADAPTIVE] Strategy change: Topo
[ADAPTIVE] Strategy change: Default
[ADAPTIVE] Strategy change: Topo
[ADAPTIVE] Strategy change: Reverse Topo
[ADAPTIVE] Strategy change: Low Flip First
[ADAPTIVE] Strategy change: High Flip First
[ADAPTIVE] Strategy change: Low Flip First
[ADAPTIVE] Strategy change: High Flip First
[ADAPTIVE] Strategy change: Default
[ADAPTIVE] Strategy change: High Flip First
----------------------------------------
STATUS: TIMEOUT (exceeded 3600 seconds)
Finished at: Fri 18 Apr 2025 12:19:11 AM CST
========================================
