File: ./hwmcc24/2024/sosylab/combinations/pc_sfifo_3.cil+token_ring.08.cil-2.aig
16646 51.00       
16647 49.00       
16648 50.00       
16649 50.00       
16650 48.00       
16651 50.00       
16652 51.00       
16653 48.00       
16654 49.00       
16655 49.00       
16656 50.00       
16657 48.00       
16658 50.00       
16659 49.00       
16660 48.00       
16661 49.00       
16662 50.00       
16663 49.00       
16664 49.00       
16665 50.00       
16666 51.00       
16667 48.00       
16668 50.00       
16669 49.00       
16670 50.00       
16671 48.00       
16672 50.00       
16673 49.00       
16674 49.00       
16675 49.00       
16676 50.00       
16677 50.00       
16678 50.00       
16679 50.00       
16680 51.00       
16681 49.00       
16682 49.00       
16683 50.00       
16684 50.00       
16685 50.00       
16686 50.00       
16687 48.00       
16688 49.00       
16689 48.00       
16690 50.00       
16691 48.00       
16692 51.00       
16693 51.00       
16694 49.00       
16695 49.00       
16696 50.00       
16697 49.00       
16698 48.00       
16699 50.00       
16700 49.00       
16701 50.00       
16702 48.00       
16703 49.00       
16704 49.00       
16705 50.00       
16706 49.00       
16707 51.00       
16708 50.00       
16709 49.00       
16710 49.00       
16711 50.00       
16712 49.00       
16713 50.00       
16714 51.00       
16715 50.00       
16716 51.00       
16717 50.00       
16718 51.00       
16719 49.00       
16720 49.00       
16721 49.00       
16722 51.00       
16723 50.00       
16724 49.00       
16725 49.00       
16726 49.00       
16727 51.00       
16728 49.00       
16729 50.00       
16730 49.00       
16731 51.00       
16732 51.00       
16733 50.00       
16734 49.00       
16735 49.00       
16736 48.00       
16737 50.00       
16738 50.00       
16739 50.00       
16740 50.00       
16741 49.00       
16742 50.00       
16743 49.00       
16744 49.00       
16745 48.00       
16746 47.00       
16747 50.00       
16748 49.00       
16749 50.00       
16750 49.00       
16751 50.00       
16752 49.00       
16753 49.00       
16754 50.00       
16755 49.00       
16756 48.00       
16757 49.00       
16758 49.00       
16759 49.00       
16760 48.00       
16761 50.00       
16762 51.00       
16763 49.00       
16764 50.00       
16765 50.00       
16766 49.00       
16767 50.00       
16768 50.00       
16769 49.00       
16770 50.00       
16771 51.00       
16772 49.00       
16773 50.00       
16774 50.00       
16775 50.00       
16776 50.00       
16777 48.00       
16778 51.00       
16779 50.00       
16780 49.00       
16781 49.00       
16782 49.00       
16783 50.00       
16784 49.00       
16785 50.00       
16786 50.00       
16787 50.00       
16788 49.00       
16789 49.00       
16790 49.00       
16791 48.00       
16792 50.00       
16793 50.00       
16794 50.00       
16795 50.00       
16796 52.00       
16797 50.00       
16798 50.00       
16799 49.00       
16800 52.00       
16801 50.00       
16802 50.00       
16803 49.00       
16804 51.00       
16805 48.00       
16806 47.00       
16807 50.00       
16808 50.00       
16809 50.00       
16810 50.00       
16811 51.00       
16812 51.00       
16813 50.00       
16814 48.00       
16815 49.00       
16816 48.00       
16817 50.00       
16818 49.00       
16819 50.00       
16820 52.00       
16821 49.00       
16822 51.00       
16823 49.00       
16824 50.00       
16825 49.00       
16826 49.00       
16827 49.00       
16828 50.00       
16829 50.00       
16830 51.00       
16831 49.00       
16832 48.00       
16833 51.00       
16834 50.00       
16835 48.00       
16836 48.00       
16837 48.00       
16838 50.00       
16839 48.00       
16840 49.00       
16841 48.00       
16842 49.00       
16843 48.00       
16844 50.00       
16845 49.00       
16846 49.00       
16847 47.00       
16848 51.00       
16849 49.00       
16850 49.00       
16851 49.00       
16852 49.00       
16853 49.00       
16854 49.00       
16855 49.00       
16856 50.00       
16857 50.00       
16858 48.00       
16859 49.00       
16860 49.00       
16861 49.00       
16862 50.00       
16863 51.00       
16864 49.00       
16865 51.00       
16866 51.00       
16867 50.00       
16868 51.00       
16869 50.00       
16870 48.00       
16871 50.00       
16872 51.00       
16873 49.00       
16874 50.00       
16875 49.00       
16876 51.00       
16877 49.00       
16878 49.00       
16879 50.00       
16880 48.00       
16881 50.00       
16882 50.00       
16883 47.00       
16884 49.00       
16885 48.00       
16886 50.00       
16887 50.00       
16888 51.00       
16889 50.00       
16890 48.00       
16891 49.00       
16892 51.00       
16893 49.00       
16894 49.00       
16895 50.00       
16896 49.00       
16897 49.00       
16898 49.00       
16899 49.00       
16900 50.00       
16901 49.00       
16902 50.00       
16903 49.00       
16904 47.00       
16905 49.00       
16906 48.00       
16907 50.00       
16908 50.00       
16909 49.00       
16910 51.00       
16911 49.00       
16912 49.00       
16913 51.00       
16914 50.00       
16915 49.00       
16916 50.00       
16917 50.00       
16918 48.00       
16919 50.00       
16920 48.00       
16921 49.00       
16922 49.00       
16923 47.00       
16924 50.00       
16925 48.00       
16926 50.00       
16927 50.00       
16928 51.00       
16929 50.00       
16930 50.00       
16931 50.00       
16932 49.00       
16933 50.00       
16934 49.00       
16935 49.00       
16936 49.00       
16937 50.00       
16938 50.00       
16939 50.00       
16940 51.00       
16941 51.00       
16942 48.00       
16943 50.00       
16944 50.00       
16945 50.00       
16946 50.00       
16947 49.00       
16948 49.00       
16949 49.00       
16950 49.00       
16951 48.00       
16952 49.00       
16953 49.00       
16954 49.00       
16955 49.00       
16956 48.00       
16957 48.00       
16958 49.00       
16959 49.00       
16960 49.00       
16961 49.00       
16962 48.00       
16963 50.00       
16964 50.00       
16965 49.00       
16966 50.00       
16967 50.00       
16968 50.00       
16969 49.00       
16970 49.00       
16971 50.00       
16972 50.00       
16973 50.00       
16974 47.00       
16975 50.00       
16976 50.00       
16977 50.00       
16978 51.00       
16979 50.00       
16980 50.00       
16981 50.00       
16982 49.00       
16983 49.00       
16984 49.00       
16985 50.00       
16986 49.00       
16987 49.00       
16988 49.00       
16989 48.00       
16990 50.00       
16991 49.00       
16992 49.00       
16993 48.00       
16994 50.00       
16995 49.00       
16996 50.00       
16997 50.00       
16998 49.00       
16999 51.00       
17000 50.00       
17001 51.00       
17002 50.00       
17003 50.00       
17004 50.00       
17005 49.00       
17006 50.00       
17007 49.00       
17008 51.00       
17009 50.00       
17010 50.00       
17011 49.00       
17012 50.00       
17013 49.00       
17014 48.00       
17015 50.00       
17016 49.00       
17017 50.00       
17018 50.00       
17019 49.00       
17020 49.00       
17021 49.00       
17022 49.00       
17023 49.00       
17024 49.00       
17025 51.00       
17026 50.00       
17027 49.00       
17028 50.00       
17029 49.00       
17030 49.00       
17031 49.00       
17032 48.00       
17033 49.00       
17034 51.00       
17035 49.00       
17036 49.00       
17037 49.00       
17038 48.00       
17039 49.00       
17040 50.00       
17041 49.00       
17042 50.00       
17043 48.00       
17044 48.00       
17045 49.00       
17046 50.00       
17047 52.00       
17048 48.00       
17049 50.00       
17050 49.00       
17051 50.00       
17052 50.00       
17053 49.00       
17054 50.00       
17055 49.00       
17056 49.00       
17057 48.00       
17058 50.00       
17059 51.00       
17060 50.00       
17061 49.00       
17062 49.00       
17063 49.00       
17064 49.00       
17065 49.00       
17066 48.00       
17067 48.00       
17068 50.00       
17069 50.00       
17070 49.00       
17071 49.00       
17072 49.00       
17073 49.00       
17074 50.00       
17075 51.00       
17076 50.00       
17077 50.00       
17078 51.00       
17079 52.00       
17080 49.00       
17081 49.00       
17082 49.00       
17083 49.00       
17084 50.00       
17085 49.00       
17086 50.00       
17087 51.00       
17088 49.00       
17089 49.00       
17090 49.00       
17091 48.00       
17092 50.00       
17093 47.00       
17094 50.00       
17095 50.00       
17096 50.00       
17097 48.00       
17098 49.00       
17099 49.00       
17100 51.00       
17101 50.00       
17102 51.00       
17103 51.00       
17104 49.00       
17105 48.00       
17106 50.00       
17107 50.00       
17108 49.00       
17109 49.00       
17110 50.00       
17111 49.00       
17112 49.00       
17113 50.00       
17114 50.00       
17115 50.00       
17116 50.00       
17117 50.00       
17118 50.00       
17119 48.00       
17120 49.00       
17121 50.00       
17122 49.00       
17123 50.00       
17124 51.00       
17125 49.00       
17126 49.00       
17127 49.00       
17128 50.00       
17129 49.00       
17130 49.00       
17131 49.00       
17132 49.00       
17133 50.00       
17134 51.00       
17135 49.00       
17136 50.00       
17137 50.00       
17138 49.00       
17139 50.00       
17140 49.00       
17141 49.00       
17142 49.00       
17143 50.00       
17144 50.00       
17145 47.00       
17146 49.00       
17147 50.00       
17148 49.00       
17149 50.00       
17150 50.00       
17151 49.00       
17152 51.00       
17153 51.00       
17154 50.00       
17155 49.00       
17156 48.00       
17157 50.00       
17158 50.00       
17159 50.00       
17160 50.00       
17161 51.00       
17162 49.00       
=======================================

[ADAPTIVE] Strategy change: Reverse Topo
[ADAPTIVE] Strategy change: Default
[ADAPTIVE] Strategy change: Topo
[ADAPTIVE] Strategy change: Reverse Topo
[ADAPTIVE] Strategy change: Low Flip First
[ADAPTIVE] Strategy change: High Flip First
[1, 1, 1, 1, 1, 1, 4933]
2 2 913 248 528 2795 
SolverStatistic {
    num_solve: 47588,
    avg_decide_var: 0.940171,
    num_simplify_subsume: 792,
    num_simplify_self_subsume: 1069,
}
Statistic {
    case: pc_sfifo_3.cil+token_ring.08.cil-2.aig,
    time: 203.62s,
    num_mic: 5061,
    avg_mic_cube_len: 5.816835,
    avg_po_cube_len: 2131.824045,
    mic_drop: success: 3985, fail: 21402, success rate: 15.70%,
    num_down: 25387,
    num_down_sat: 32220,
    ctp: success: 0, fail: 1593, success rate: 0.00%,
    num_get_bad: 1930,
    overall_block_time: 195.706217707s,
    block_get_bad_time: 13.881228461s,
    block_get_predecessor_time: 19.262471638s,
    block_blocked_time: 23.336140236s,
    block_mic_time: 114.088658458s,
    block_push_time: 3.560882917s,
    overall_propagate_time: 6.24218585s,
    xor_gen: success: 0, fail: 0, success rate: NaN%,
    num_auxiliary_var: 0,
    test: success: 0, fail: 0, success rate: NaN%,
}
result: unsafe
----------------------------------------
STATUS: COMPLETED
Finished at: Fri 18 Apr 2025 11:14:21 AM CST
========================================
