File: ./hwmcc13/single/bob12s04.aig
27640 49.00       
27641 50.00       
27642 50.00       
27643 50.00       
27644 48.00       
27645 49.00       
27646 50.00       
27647 49.00       
27648 48.00       
27649 50.00       
27650 49.00       
27651 49.00       
27652 51.00       
27653 51.00       
27654 49.00       
27655 51.00       
27656 50.00       
27657 50.00       
27658 50.00       
27659 50.00       
27660 49.00       
27661 50.00       
27662 50.00       
27663 50.00       
27664 51.00       
27665 51.00       
27666 49.00       
27667 48.00       
27668 50.00       
27669 49.00       
27670 50.00       
27671 50.00       
27672 50.00       
27673 48.00       
27674 50.00       
27675 50.00       
27676 49.00       
27677 49.00       
27678 49.00       
27679 51.00       
27680 48.00       
27681 50.00       
27682 50.00       
27683 49.00       
27684 50.00       
27685 50.00       
27686 50.00       
27687 50.00       
27688 50.00       
27689 50.00       
27690 50.00       
27691 49.00       
27692 48.00       
27693 49.00       
27694 51.00       
27695 51.00       
27696 50.00       
27697 49.00       
27698 49.00       
27699 49.00       
27700 49.00       
27701 50.00       
27702 51.00       
27703 50.00       
27704 50.00       
27705 49.00       
27706 50.00       
27707 49.00       
27708 50.00       
27709 48.00       
27710 49.00       
27711 50.00       
27712 50.00       
27713 49.00       
27714 51.00       
27715 49.00       
27716 49.00       
27717 50.00       
27718 49.00       
27719 50.00       
27720 50.00       
27721 51.00       
27722 49.00       
27723 51.00       
27724 50.00       
27725 50.00       
27726 49.00       
27727 49.00       
27728 50.00       
27729 49.00       
27730 50.00       
27731 49.00       
27732 50.00       
27733 50.00       
27734 49.00       
27735 50.00       
27736 49.00       
27737 49.00       
27738 50.00       
27739 49.00       
27740 49.00       
27741 51.00       
27742 48.00       
27743 49.00       
27744 50.00       
27745 50.00       
27746 49.00       
27747 49.00       
27748 50.00       
27749 50.00       
27750 49.00       
27751 47.00       
27752 51.00       
27753 50.00       
27754 49.00       
27755 48.00       
27756 50.00       
27757 50.00       
27758 50.00       
27759 51.00       
27760 50.00       
27761 49.00       
27762 50.00       
27763 47.00       
27764 49.00       
27765 48.00       
27766 50.00       
27767 49.00       
27768 50.00       
27769 49.00       
27770 49.00       
27771 49.00       
27772 49.00       
27773 49.00       
27774 48.00       
27775 50.00       
27776 49.00       
27777 50.00       
27778 49.00       
27779 49.00       
27780 48.00       
27781 49.00       
27782 49.00       
27783 49.00       
27784 49.00       
27785 49.00       
27786 51.00       
27787 49.00       
27788 51.00       
27789 49.00       
27790 50.00       
27791 49.00       
27792 51.00       
27793 49.00       
27794 50.00       
27795 49.00       
27796 49.00       
27797 50.00       
27798 51.00       
27799 50.00       
27800 51.00       
27801 49.00       
27802 50.00       
27803 48.00       
27804 50.00       
27805 48.00       
27806 51.00       
27807 49.00       
27808 51.00       
27809 49.00       
27810 50.00       
27811 52.00       
27812 50.00       
27813 51.00       
27814 50.00       
27815 51.00       
27816 51.00       
27817 49.00       
27818 51.00       
27819 50.00       
27820 50.00       
27821 50.00       
27822 49.00       
27823 51.00       
27824 49.00       
27825 48.00       
27826 50.00       
27827 48.00       
27828 49.00       
27829 49.00       
27830 49.00       
27831 50.00       
27832 50.00       
27833 49.00       
27834 50.00       
27835 50.00       
27836 51.00       
27837 49.00       
27838 48.00       
27839 50.00       
27840 49.00       
27841 50.00       
27842 49.00       
27843 50.00       
27844 51.00       
27845 50.00       
27846 51.00       
27847 50.00       
27848 49.00       
27849 51.00       
27850 49.00       
27851 50.00       
27852 49.00       
27853 50.00       
27854 49.00       
27855 49.00       
27856 51.00       
27857 49.00       
27858 48.00       
27859 48.00       
27860 50.00       
27861 48.00       
27862 50.00       
27863 50.00       
27864 50.00       
27865 50.00       
27866 49.00       
27867 49.00       
27868 50.00       
27869 49.00       
27870 49.00       
27871 49.00       
27872 50.00       
27873 51.00       
27874 51.00       
27875 49.00       
27876 50.00       
27877 50.00       
27878 48.00       
27879 49.00       
27880 49.00       
27881 49.00       
27882 47.00       
27883 49.00       
27884 51.00       
27885 51.00       
27886 50.00       
27887 49.00       
27888 49.00       
27889 50.00       
27890 49.00       
27891 49.00       
27892 50.00       
27893 50.00       
27894 48.00       
27895 49.00       
27896 49.00       
27897 49.00       
27898 50.00       
27899 50.00       
27900 49.00       
27901 49.00       
27902 49.00       
27903 49.00       
27904 50.00       
27905 49.00       
27906 49.00       
27907 50.00       
27908 50.00       
27909 49.00       
27910 50.00       
27911 50.00       
27912 50.00       
27913 49.00       
27914 49.00       
27915 49.00       
27916 49.00       
27917 50.00       
27918 48.00       
27919 49.00       
27920 51.00       
27921 50.00       
27922 50.00       
27923 50.00       
27924 49.00       
27925 51.00       
27926 50.00       
27927 49.00       
27928 49.00       
27929 49.00       
27930 50.00       
27931 49.00       
27932 50.00       
27933 49.00       
27934 48.00       
27935 49.00       
27936 50.00       
27937 48.00       
27938 49.00       
27939 50.00       
27940 49.00       
27941 48.00       
27942 50.00       
27943 50.00       
27944 50.00       
27945 51.00       
27946 50.00       
27947 50.00       
27948 49.00       
27949 50.00       
27950 49.00       
27951 49.00       
27952 51.00       
27953 51.00       
27954 50.00       
27955 49.00       
27956 49.00       
27957 50.00       
27958 49.00       
27959 51.00       
27960 50.00       
27961 49.00       
27962 50.00       
27963 48.00       
27964 51.00       
27965 50.00       
27966 50.00       
27967 49.00       
27968 51.00       
27969 49.00       
27970 50.00       
27971 51.00       
27972 50.00       
27973 51.00       
27974 51.00       
27975 50.00       
27976 49.00       
27977 49.00       
27978 49.00       
27979 51.00       
27980 50.00       
27981 48.00       
27982 48.00       
27983 49.00       
27984 50.00       
27985 49.00       
27986 48.00       
27987 50.00       
27988 48.00       
27989 50.00       
27990 50.00       
27991 49.00       
27992 50.00       
27993 48.00       
27994 49.00       
27995 51.00       
27996 49.00       
27997 50.00       
27998 49.00       
27999 51.00       
28000 50.00       
28001 48.00       
28002 49.00       
28003 48.00       
28004 48.00       
28005 49.00       
28006 50.00       
28007 49.00       
28008 50.00       
28009 49.00       
28010 49.00       
28011 50.00       
28012 49.00       
28013 49.00       
28014 48.00       
28015 51.00       
28016 49.00       
28017 49.00       
28018 49.00       
28019 49.00       
28020 51.00       
28021 50.00       
28022 48.00       
28023 50.00       
28024 49.00       
28025 49.00       
28026 48.00       
28027 51.00       
28028 49.00       
28029 50.00       
28030 49.00       
28031 50.00       
28032 49.00       
28033 50.00       
28034 49.00       
28035 49.00       
28036 50.00       
28037 50.00       
28038 48.00       
28039 50.00       
28040 52.00       
28041 49.00       
28042 50.00       
28043 49.00       
28044 50.00       
28045 50.00       
28046 49.00       
28047 50.00       
28048 49.00       
28049 49.00       
28050 50.00       
28051 49.00       
28052 49.00       
28053 48.00       
28054 49.00       
28055 49.00       
28056 51.00       
28057 50.00       
28058 51.00       
28059 48.00       
28060 50.00       
28061 51.00       
28062 49.00       
28063 51.00       
28064 49.00       
28065 48.00       
28066 49.00       
28067 49.00       
28068 50.00       
28069 49.00       
28070 49.00       
28071 51.00       
28072 49.00       
28073 50.00       
28074 50.00       
28075 50.00       
28076 51.00       
28077 50.00       
28078 51.00       
28079 49.00       
28080 51.00       
28081 49.00       
28082 48.00       
28083 49.00       
28084 51.00       
28085 51.00       
28086 50.00       
28087 49.00       
28088 49.00       
28089 50.00       
28090 50.00       
28091 50.00       
28092 50.00       
28093 50.00       
28094 49.00       
28095 50.00       
28096 51.00       
28097 50.00       
28098 49.00       
28099 51.00       
28100 50.00       
28101 50.00       
28102 50.00       
28103 48.00       
28104 50.00       
28105 49.00       
28106 50.00       
28107 50.00       
28108 49.00       
28109 49.00       
28110 49.00       
28111 50.00       
28112 49.00       
28113 49.00       
28114 51.00       
28115 48.00       
28116 51.00       
28117 50.00       
28118 49.00       
28119 49.00       
28120 50.00       
28121 49.00       
28122 50.00       
28123 50.00       
28124 48.00       
28125 51.00       
28126 49.00       
28127 48.00       
28128 48.00       
28129 50.00       
28130 49.00       
28131 50.00       
28132 48.00       
28133 51.00       
28134 47.00       
28135 49.00       
28136 49.00       
28137 49.00       
28138 49.00       
28139 50.00       
28140 48.00       
28141 50.00       
28142 49.00       
28143 50.00       
28144 51.00       
28145 49.00       
28146 49.00       
28147 50.00       
28148 49.00       
28149 50.00       
28150 51.00       
28151 51.00       
28152 50.00       
28153 51.00       
28154 49.00       
28155 50.00       
28156 49.00       
28157 49.00       
28158 51.00       
28159 48.00       
28160 49.00       
28161 50.00       
28162 48.00       
28163 50.00       
28164 49.00       
28165 50.00       
28166 49.00       
28167 50.00       
28168 49.00       
28169 49.00       
28170 48.00       
28171 51.00       
28172 49.00       
28173 49.00       
28174 49.00       
28175 49.00       
28176 51.00       
28177 50.00       
28178 51.00       
28179 50.00       
28180 50.00       
28181 50.00       
28182 50.00       
28183 51.00       
28184 50.00       
28185 49.00       
28186 50.00       
28187 50.00       
28188 50.00       
28189 50.00       
28190 50.00       
28191 51.00       
28192 49.00       
28193 50.00       
28194 49.00       
28195 48.00       
28196 50.00       
28197 49.00       
28198 50.00       
28199 49.00       
28200 49.00       
28201 51.00       
28202 49.00       
28203 49.00       
28204 50.00       
28205 50.00       
28206 49.00       
28207 50.00       
28208 49.00       
28209 51.00       
28210 49.00       
28211 50.00       
28212 50.00       
28213 49.00       
28214 50.00       
28215 49.00       
28216 50.00       
28217 49.00       
28218 50.00       
28219 50.00       
28220 48.00       
28221 49.00       
28222 49.00       
28223 48.00       
28224 49.00       
28225 50.00       
28226 49.00       
28227 49.00       
28228 50.00       
28229 52.00       
28230 50.00       
28231 49.00       
28232 52.00       
28233 50.00       
28234 48.00       
28235 49.00       
28236 51.00       
28237 50.00       
28238 50.00       
28239 50.00       
28240 49.00       
28241 49.00       
28242 48.00       
28243 49.00       
28244 50.00       
28245 48.00       
28246 49.00       
28247 49.00       
28248 49.00       
28249 51.00       
28250 50.00       
28251 49.00       
28252 51.00       
28253 49.00       
28254 50.00       
28255 49.00       
28256 50.00       
28257 49.00       
28258 49.00       
28259 51.00       
28260 49.00       
28261 49.00       
28262 49.00       
28263 48.00       
28264 48.00       
28265 49.00       
28266 49.00       
28267 50.00       
28268 49.00       
28269 50.00       
28270 48.00       
28271 49.00       
28272 50.00       
28273 51.00       
28274 49.00       
28275 49.00       
28276 49.00       
28277 49.00       
28278 49.00       
28279 51.00       
28280 49.00       
28281 49.00       
28282 48.00       
28283 49.00       
28284 49.00       
28285 49.00       
28286 49.00       
28287 49.00       
28288 50.00       
28289 49.00       
28290 49.00       
28291 49.00       
28292 50.00       
28293 49.00       
28294 50.00       
28295 47.00       
28296 50.00       
28297 50.00       
28298 51.00       
28299 49.00       
28300 50.00       
28301 49.00       
28302 50.00       
28303 51.00       
28304 50.00       
28305 51.00       
28306 49.00       
28307 50.00       
28308 50.00       
28309 50.00       
28310 50.00       
28311 49.00       
28312 48.00       
28313 50.00       
28314 50.00       
28315 48.00       
28316 51.00       
28317 50.00       
28318 50.00       
28319 51.00       
28320 51.00       
28321 49.00       
28322 50.00       
28323 49.00       
28324 50.00       
28325 49.00       
28326 49.00       
28327 50.00       
28328 51.00       
28329 48.00       
28330 50.00       
28331 49.00       
28332 50.00       
28333 50.00       
28334 49.00       
28335 48.00       
28336 49.00       
28337 49.00       
28338 49.00       
28339 49.00       
28340 49.00       
28341 50.00       
28342 49.00       
28343 49.00       
28344 49.00       
28345 50.00       
28346 50.00       
28347 49.00       
28348 49.00       
28349 50.00       
28350 49.00       
28351 50.00       
28352 49.00       
28353 49.00       
28354 48.00       
28355 50.00       
28356 49.00       
28357 50.00       
28358 50.00       
28359 50.00       
28360 49.00       
28361 50.00       
28362 49.00       
28363 49.00       
28364 49.00       
28365 50.00       
28366 48.00       
28367 49.00       
28368 49.00       
28369 48.00       
28370 50.00       
28371 48.00       
28372 49.00       
28373 50.00       
28374 51.00       
28375 48.00       
28376 49.00       
28377 50.00       
28378 49.00       
28379 48.00       
28380 49.00       
28381 50.00       
28382 49.00       
28383 48.00       
28384 49.00       
28385 50.00       
28386 50.00       
28387 49.00       
28388 51.00       
28389 49.00       
28390 49.00       
28391 49.00       
28392 49.00       
28393 49.00       
28394 50.00       
28395 50.00       
28396 49.00       
28397 49.00       
28398 49.00       
28399 50.00       
28400 48.00       
28401 49.00       
28402 50.00       
28403 50.00       
28404 50.00       
28405 48.00       
28406 51.00       
28407 51.00       
28408 49.00       
28409 50.00       
28410 48.00       
28411 50.00       
28412 50.00       
28413 49.00       
28414 50.00       
28415 48.00       
28416 49.00       
28417 48.00       
28418 52.00       
28419 50.00       
28420 49.00       
28421 50.00       
28422 50.00       
28423 49.00       
28424 51.00       
28425 49.00       
28426 50.00       
28427 50.00       
28428 50.00       
28429 50.00       
28430 48.00       
28431 51.00       
28432 50.00       
28433 51.00       
28434 48.00       
28435 50.00       
28436 48.00       
28437 50.00       
28438 51.00       
28439 50.00       
28440 50.00       
28441 50.00       
28442 49.00       
28443 52.00       
28444 50.00       
28445 49.00       
28446 50.00       
28447 50.00       
28448 49.00       
28449 51.00       
28450 50.00       
28451 50.00       
28452 49.00       
28453 49.00       
28454 50.00       
28455 50.00       
28456 50.00       
28457 50.00       
28458 49.00       
28459 49.00       
28460 49.00       
28461 49.00       
28462 49.00       
28463 49.00       
28464 49.00       
28465 50.00       
28466 49.00       
28467 48.00       
28468 50.00       
28469 51.00       
28470 49.00       
28471 49.00       
28472 48.00       
28473 49.00       
28474 50.00       
28475 48.00       
28476 51.00       
28477 50.00       
28478 50.00       
28479 50.00       
28480 49.00       
28481 48.00       
28482 49.00       
28483 50.00       
28484 48.00       
28485 49.00       
28486 50.00       
28487 50.00       
28488 48.00       
28489 49.00       
28490 50.00       
28491 50.00       
28492 50.00       
28493 49.00       
28494 50.00       
28495 49.00       
28496 49.00       
28497 50.00       
28498 50.00       
28499 51.00       
28500 49.00       
28501 49.00       
28502 50.00       
28503 49.00       
28504 49.00       
28505 49.00       
28506 49.00       
28507 49.00       
28508 49.00       
28509 49.00       
28510 50.00       
28511 50.00       
28512 50.00       
28513 49.00       
28514 50.00       
28515 51.00       
28516 49.00       
28517 50.00       
28518 48.00       
28519 50.00       
28520 50.00       
28521 49.00       
28522 48.00       
28523 50.00       
28524 49.00       
28525 49.00       
28526 49.00       
28527 49.00       
28528 49.00       
28529 49.00       
28530 49.00       
28531 49.00       
28532 49.00       
28533 50.00       
28534 51.00       
28535 50.00       
28536 51.00       
28537 49.00       
28538 50.00       
28539 48.00       
28540 51.00       
28541 49.00       
28542 50.00       
28543 50.00       
28544 49.00       
28545 50.00       
28546 50.00       
28547 48.00       
28548 49.00       
28549 50.00       
28550 49.00       
28551 50.00       
28552 49.00       
28553 50.00       
28554 50.00       
28555 49.00       
28556 49.00       
28557 48.00       
28558 48.00       
28559 49.00       
28560 50.00       
28561 48.00       
28562 49.00       
28563 51.00       
28564 50.00       
28565 49.00       
28566 49.00       
28567 50.00       
28568 51.00       
28569 50.00       
28570 49.00       
28571 49.00       
28572 49.00       
28573 50.00       
28574 50.00       
28575 51.00       
28576 49.00       
28577 49.00       
28578 49.00       
28579 49.00       
28580 51.00       
28581 48.00       
28582 48.00       
28583 49.00       
28584 49.00       
28585 51.00       
28586 50.00       
28587 48.00       
28588 49.00       
28589 49.00       
28590 49.00       
28591 49.00       
28592 49.00       
28593 50.00       
28594 51.00       
28595 49.00       
28596 48.00       
28597 48.00       
28598 51.00       
28599 49.00       
28600 51.00       
28601 50.00       
28602 50.00       
28603 48.00       
28604 50.00       
28605 49.00       
28606 49.00       
28607 49.00       
28608 48.00       
28609 50.00       
28610 50.00       
28611 49.00       
28612 50.00       
28613 50.00       
28614 51.00       
28615 50.00       
28616 49.00       
28617 47.00       
28618 49.00       
28619 51.00       
28620 50.00       
28621 50.00       
28622 51.00       
28623 50.00       
28624 49.00       
28625 49.00       
28626 49.00       
28627 50.00       
28628 49.00       
28629 51.00       
28630 50.00       
28631 50.00       
28632 49.00       
28633 49.00       
28634 50.00       
28635 48.00       
28636 49.00       
28637 51.00       
28638 48.00       
28639 51.00       
28640 49.00       
28641 50.00       
28642 49.00       
28643 50.00       
28644 51.00       
28645 50.00       
28646 50.00       
28647 50.00       
28648 49.00       
28649 49.00       
28650 49.00       
28651 48.00       
28652 49.00       
28653 49.00       
28654 50.00       
28655 51.00       
28656 50.00       
28657 50.00       
28658 51.00       
28659 50.00       
28660 49.00       
28661 49.00       
28662 50.00       
28663 49.00       
28664 49.00       
28665 50.00       
28666 49.00       
28667 50.00       
28668 51.00       
28669 50.00       
28670 50.00       
28671 51.00       
28672 48.00       
28673 50.00       
28674 49.00       
28675 50.00       
28676 49.00       
28677 51.00       
28678 48.00       
28679 50.00       
28680 51.00       
28681 49.00       
28682 50.00       
28683 50.00       
28684 50.00       
28685 50.00       
28686 50.00       
28687 49.00       
28688 49.00       
28689 50.00       
28690 51.00       
28691 49.00       
28692 50.00       
28693 52.00       
28694 49.00       
28695 49.00       
28696 51.00       
28697 49.00       
28698 50.00       
28699 51.00       
28700 48.00       
28701 49.00       
28702 49.00       
28703 50.00       
28704 49.00       
28705 48.00       
28706 50.00       
28707 50.00       
28708 50.00       
28709 51.00       
28710 48.00       
28711 50.00       
28712 49.00       
28713 49.00       
28714 50.00       
28715 49.00       
28716 50.00       
28717 49.00       
28718 50.00       
28719 49.00       
28720 50.00       
28721 49.00       
28722 50.00       
28723 50.00       
28724 51.00       
28725 50.00       
28726 51.00       
28727 49.00       
28728 48.00       
28729 49.00       
28730 50.00       
28731 48.00       
28732 50.00       
28733 50.00       
28734 50.00       
28735 49.00       
28736 50.00       
28737 48.00       
28738 50.00       
28739 49.00       
28740 50.00       
28741 50.00       
28742 49.00       
28743 49.00       
28744 49.00       
28745 48.00       
28746 50.00       
28747 49.00       
28748 50.00       
28749 49.00       
28750 49.00       
28751 49.00       
28752 51.00       
28753 49.00       
28754 51.00       
28755 50.00       
28756 50.00       
28757 48.00       
28758 47.00       
28759 49.00       
28760 49.00       
28761 50.00       
28762 50.00       
28763 49.00       
28764 49.00       
28765 50.00       
28766 49.00       
28767 49.00       
28768 49.00       
28769 49.00       
28770 49.00       
28771 51.00       
28772 50.00       
28773 51.00       
28774 49.00       
28775 49.00       
28776 49.00       
28777 50.00       
28778 49.00       
28779 52.00       
28780 48.00       
28781 49.00       
28782 50.00       
28783 50.00       
28784 49.00       
28785 49.00       
28786 50.00       
28787 49.00       
28788 50.00       
28789 50.00       
28790 49.00       
28791 50.00       
28792 49.00       
28793 50.00       
28794 49.00       
28795 49.00       
28796 50.00       
28797 50.00       
28798 49.00       
28799 49.00       
28800 49.00       
28801 50.00       
28802 50.00       
28803 51.00       
28804 49.00       
28805 48.00       
28806 49.00       
28807 50.00       
28808 49.00       
28809 50.00       
28810 49.00       
28811 50.00       
28812 49.00       
28813 50.00       
28814 49.00       
28815 50.00       
28816 49.00       
28817 50.00       
28818 48.00       
28819 51.00       
28820 50.00       
28821 50.00       
28822 50.00       
28823 49.00       
28824 50.00       
28825 49.00       
28826 51.00       
28827 48.00       
28828 50.00       
28829 49.00       
28830 50.00       
28831 48.00       
28832 49.00       
28833 49.00       
28834 48.00       
28835 50.00       
28836 50.00       
28837 49.00       
28838 50.00       
28839 50.00       
28840 49.00       
28841 52.00       
28842 49.00       
28843 51.00       
28844 50.00       
28845 49.00       
28846 50.00       
28847 50.00       
28848 49.00       
28849 48.00       
28850 48.00       
28851 48.00       
28852 50.00       
28853 49.00       
28854 50.00       
28855 49.00       
28856 51.00       
28857 49.00       
28858 49.00       
28859 49.00       
28860 51.00       
28861 50.00       
28862 50.00       
28863 48.00       
28864 50.00       
28865 49.00       
28866 51.00       
28867 50.00       
28868 49.00       
28869 49.00       
28870 48.00       
28871 49.00       
28872 49.00       
28873 51.00       
28874 50.00       
28875 48.00       
28876 49.00       
28877 49.00       
28878 50.00       
28879 49.00       
28880 49.00       
28881 48.00       
28882 51.00       
28883 48.00       
28884 50.00       
28885 50.00       
28886 49.00       
28887 50.00       
28888 50.00       
28889 50.00       
28890 50.00       
28891 49.00       
28892 49.00       
28893 51.00       
28894 49.00       
28895 51.00       
28896 50.00       
28897 51.00       
28898 51.00       
28899 50.00       
28900 50.00       
28901 49.00       
28902 48.00       
28903 49.00       
28904 51.00       
28905 51.00       
28906 49.00       
28907 50.00       
28908 49.00       
28909 50.00       
28910 50.00       
28911 49.00       
28912 49.00       
28913 49.00       
28914 50.00       
28915 50.00       
28916 51.00       
28917 50.00       
28918 49.00       
28919 50.00       
28920 49.00       
28921 49.00       
28922 48.00       
28923 49.00       
28924 50.00       
28925 48.00       
28926 50.00       
28927 50.00       
28928 50.00       
28929 49.00       
28930 49.00       
28931 50.00       
28932 49.00       
28933 49.00       
28934 49.00       
28935 50.00       
28936 49.00       
28937 50.00       
28938 50.00       
28939 51.00       
28940 48.00       
28941 49.00       
28942 49.00       
28943 50.00       
28944 50.00       
28945 50.00       
28946 48.00       
28947 49.00       
28948 50.00       
28949 49.00       
28950 49.00       
28951 50.00       
28952 50.00       
28953 47.00       
28954 49.00       
28955 51.00       
28956 49.00       
28957 50.00       
28958 50.00       
28959 49.00       
28960 50.00       
28961 48.00       
28962 49.00       
28963 50.00       
28964 51.00       
28965 50.00       
28966 49.00       
28967 49.00       
28968 50.00       
28969 49.00       
28970 49.00       
28971 51.00       
28972 50.00       
28973 50.00       
28974 49.00       
28975 49.00       
28976 49.00       
28977 50.00       
28978 50.00       
28979 49.00       
28980 50.00       
28981 48.00       
28982 50.00       
28983 50.00       
28984 50.00       
28985 50.00       
28986 50.00       
28987 50.00       
28988 49.00       
28989 51.00       
28990 48.00       
28991 51.00       
28992 51.00       
28993 50.00       
28994 49.00       
28995 50.00       
28996 49.00       
28997 50.00       
28998 50.00       
28999 49.00       
29000 51.00       
29001 49.00       
29002 49.00       
29003 49.00       
29004 50.00       
29005 50.00       
29006 49.00       
29007 51.00       
29008 49.00       
29009 50.00       
29010 49.00       
29011 50.00       
29012 50.00       
29013 50.00       
29014 47.00       
29015 48.00       
29016 50.00       
29017 50.00       
29018 51.00       
29019 49.00       
29020 50.00       
29021 49.00       
29022 51.00       
29023 50.00       
29024 49.00       
29025 47.00       
29026 50.00       
29027 49.00       
29028 50.00       
29029 48.00       
29030 49.00       
29031 50.00       
29032 51.00       
29033 49.00       
29034 50.00       
29035 48.00       
29036 49.00       
29037 50.00       
29038 50.00       
29039 50.00       
29040 49.00       
29041 50.00       
29042 49.00       
29043 49.00       
29044 49.00       
29045 51.00       
29046 50.00       
29047 49.00       
29048 50.00       
29049 50.00       
29050 49.00       
29051 49.00       
29052 51.00       
29053 50.00       
29054 48.00       
29055 49.00       
29056 50.00       
29057 50.00       
29058 50.00       
29059 50.00       
29060 51.00       
29061 50.00       
29062 51.00       
29063 49.00       
29064 49.00       
29065 49.00       
29066 50.00       
29067 50.00       
29068 50.00       
29069 49.00       
29070 49.00       
29071 49.00       
29072 49.00       
29073 49.00       
29074 48.00       
29075 49.00       
29076 49.00       
29077 49.00       
29078 50.00       
29079 48.00       
29080 49.00       
29081 49.00       
29082 50.00       
29083 50.00       
29084 48.00       
29085 50.00       
29086 49.00       
29087 49.00       
29088 49.00       
29089 50.00       
29090 49.00       
29091 50.00       
29092 50.00       
29093 49.00       
29094 50.00       
29095 50.00       
29096 49.00       
29097 49.00       
29098 49.00       
29099 49.00       
29100 49.00       
29101 48.00       
29102 49.00       
29103 50.00       
29104 49.00       
29105 49.00       
29106 50.00       
29107 51.00       
29108 49.00       
29109 50.00       
29110 48.00       
29111 49.00       
29112 49.00       
29113 50.00       
29114 49.00       
29115 50.00       
29116 49.00       
29117 50.00       
29118 51.00       
29119 50.00       
29120 47.00       
29121 50.00       
29122 50.00       
29123 49.00       
29124 50.00       
29125 50.00       
29126 49.00       
29127 50.00       
29128 50.00       
29129 51.00       
29130 49.00       
29131 48.00       
29132 50.00       
29133 50.00       
29134 50.00       
29135 50.00       
29136 50.00       
29137 48.00       
29138 49.00       
29139 51.00       
29140 51.00       
29141 49.00       
29142 49.00       
29143 51.00       
29144 50.00       
29145 50.00       
29146 51.00       
29147 48.00       
29148 49.00       
29149 50.00       
29150 50.00       
29151 51.00       
29152 49.00       
29153 49.00       
29154 51.00       
29155 48.00       
29156 50.00       
29157 49.00       
29158 49.00       
29159 50.00       
29160 49.00       
29161 50.00       
29162 50.00       
29163 49.00       
29164 50.00       
29165 50.00       
29166 48.00       
29167 48.00       
29168 49.00       
29169 49.00       
29170 50.00       
29171 49.00       
29172 49.00       
29173 49.00       
29174 49.00       
29175 49.00       
29176 48.00       
29177 51.00       
29178 50.00       
29179 52.00       
29180 49.00       
29181 51.00       
29182 49.00       
29183 49.00       
29184 50.00       
29185 49.00       
29186 49.00       
29187 49.00       
29188 48.00       
29189 49.00       
29190 50.00       
29191 50.00       
29192 49.00       
29193 51.00       
29194 51.00       
29195 50.00       
29196 51.00       
29197 51.00       
29198 49.00       
29199 51.00       
29200 50.00       
29201 48.00       
29202 49.00       
29203 50.00       
29204 49.00       
29205 50.00       
29206 49.00       
29207 51.00       
29208 50.00       
29209 49.00       
29210 49.00       
29211 50.00       
29212 49.00       
29213 48.00       
29214 49.00       
29215 51.00       
29216 51.00       
29217 48.00       
29218 51.00       
29219 49.00       
29220 50.00       
29221 49.00       
29222 49.00       
29223 49.00       
29224 49.00       
29225 49.00       
29226 51.00       
29227 48.00       
29228 50.00       
29229 49.00       
29230 50.00       
29231 50.00       
29232 51.00       
29233 50.00       
29234 50.00       
29235 49.00       
29236 49.00       
29237 49.00       
29238 49.00       
29239 48.00       
29240 51.00       
29241 49.00       
29242 49.00       
29243 48.00       
29244 48.00       
29245 50.00       
29246 47.00       
29247 48.00       
29248 48.00       
29249 50.00       
29250 50.00       
29251 50.00       
29252 49.00       
29253 49.00       
29254 50.00       
29255 48.00       
29256 50.00       
29257 49.00       
29258 50.00       
29259 50.00       
29260 48.00       
29261 50.00       
29262 49.00       
29263 50.00       
29264 50.00       
29265 49.00       
29266 48.00       
29267 51.00       
29268 49.00       
29269 49.00       
29270 49.00       
29271 50.00       
29272 49.00       
29273 48.00       
29274 49.00       
29275 49.00       
29276 49.00       
29277 49.00       
29278 48.00       
29279 51.00       
29280 49.00       
29281 50.00       
29282 50.00       
29283 48.00       
29284 50.00       
29285 51.00       
29286 50.00       
29287 50.00       
29288 50.00       
29289 49.00       
29290 49.00       
29291 50.00       
29292 47.00       
29293 50.00       
29294 49.00       
29295 49.00       
29296 49.00       
29297 49.00       
29298 49.00       
29299 50.00       
29300 50.00       
29301 49.00       
29302 49.00       
29303 49.00       
29304 50.00       
29305 50.00       
29306 48.00       
29307 51.00       
29308 50.00       
29309 49.00       
29310 51.00       
29311 48.00       
29312 51.00       
29313 50.00       
29314 51.00       
29315 50.00       
29316 49.00       
29317 48.00       
29318 51.00       
29319 49.00       
29320 50.00       
29321 50.00       
29322 48.00       
29323 50.00       
29324 51.00       
29325 50.00       
29326 49.00       
29327 48.00       
29328 49.00       
29329 51.00       
29330 48.00       
29331 51.00       
29332 49.00       
29333 50.00       
29334 50.00       
29335 50.00       
29336 50.00       
29337 51.00       
29338 49.00       
29339 50.00       
29340 51.00       
29341 50.00       
29342 50.00       
29343 50.00       
29344 51.00       
29345 49.00       
29346 50.00       
29347 50.00       
29348 50.00       
29349 50.00       
29350 50.00       
29351 49.00       
29352 49.00       
29353 49.00       
29354 51.00       
29355 50.00       
29356 50.00       
29357 50.00       
29358 49.00       
29359 50.00       
29360 49.00       
29361 51.00       
29362 50.00       
29363 51.00       
29364 50.00       
29365 51.00       
29366 50.00       
29367 50.00       
29368 48.00       
29369 50.00       
29370 48.00       
29371 48.00       
29372 50.00       
29373 49.00       
29374 50.00       
29375 49.00       
29376 48.00       
29377 50.00       
29378 50.00       
29379 49.00       
29380 49.00       
29381 49.00       
29382 49.00       
29383 49.00       
29384 51.00       
29385 51.00       
29386 49.00       
