File: ./hwmcc24/2024/sosylab/product-lines/elevator_spec1_product19.cil.aig
50379 49.00       
50380 48.00       
50381 49.00       
50382 50.00       
50383 50.00       
50384 49.00       
50385 50.00       
50386 50.00       
50387 49.00       
50388 49.00       
50389 50.00       
50390 50.00       
50391 51.00       
50392 48.00       
50393 49.00       
50394 49.00       
50395 50.00       
50396 49.00       
50397 48.00       
50398 49.00       
50399 49.00       
50400 49.00       
50401 49.00       
50402 49.00       
50403 50.00       
50404 49.00       
50405 51.00       
50406 50.00       
50407 51.00       
50408 51.00       
50409 51.00       
50410 50.00       
50411 50.00       
50412 51.00       
50413 49.00       
50414 51.00       
50415 49.00       
50416 51.00       
50417 50.00       
50418 51.00       
50419 50.00       
50420 49.00       
50421 51.00       
50422 51.00       
50423 48.00       
50424 49.00       
50425 49.00       
50426 50.00       
50427 50.00       
50428 50.00       
50429 49.00       
50430 48.00       
50431 50.00       
50432 51.00       
50433 51.00       
50434 49.00       
50435 51.00       
50436 50.00       
50437 50.00       
50438 48.00       
50439 50.00       
50440 50.00       
50441 51.00       
50442 50.00       
50443 50.00       
50444 49.00       
50445 50.00       
50446 50.00       
50447 50.00       
50448 50.00       
50449 49.00       
50450 49.00       
50451 50.00       
50452 50.00       
50453 49.00       
50454 51.00       
50455 51.00       
50456 50.00       
50457 50.00       
50458 48.00       
50459 49.00       
50460 49.00       
50461 49.00       
50462 49.00       
50463 49.00       
50464 50.00       
50465 49.00       
50466 50.00       
50467 49.00       
50468 50.00       
50469 50.00       
50470 50.00       
50471 51.00       
50472 50.00       
50473 50.00       
50474 49.00       
50475 52.00       
50476 50.00       
50477 49.00       
50478 49.00       
50479 50.00       
50480 50.00       
50481 50.00       
50482 49.00       
50483 51.00       
50484 51.00       
50485 50.00       
50486 50.00       
50487 49.00       
50488 49.00       
50489 49.00       
50490 47.00       
50491 50.00       
50492 49.00       
50493 50.00       
50494 50.00       
50495 51.00       
50496 50.00       
50497 49.00       
50498 50.00       
50499 51.00       
50500 49.00       
50501 49.00       
50502 50.00       
50503 49.00       
50504 51.00       
50505 50.00       
50506 50.00       
50507 50.00       
50508 48.00       
50509 49.00       
50510 50.00       
50511 48.00       
50512 50.00       
50513 48.00       
50514 50.00       
50515 50.00       
50516 51.00       
50517 49.00       
50518 49.00       
50519 49.00       
50520 50.00       
50521 50.00       
50522 49.00       
50523 49.00       
50524 50.00       
50525 50.00       
50526 48.00       
50527 50.00       
50528 50.00       
50529 49.00       
50530 51.00       
50531 51.00       
50532 50.00       
50533 49.00       
50534 50.00       
50535 50.00       
50536 50.00       
50537 50.00       
50538 50.00       
=======================================

[ADAPTIVE] Strategy change: High Flip First
[ADAPTIVE] Strategy change: Default
[ADAPTIVE] Strategy change: Topo
[ADAPTIVE] Strategy change: Reverse Topo
[ADAPTIVE] Strategy change: Low Flip First
[ADAPTIVE] Strategy change: High Flip First
[ADAPTIVE] Strategy change: Default
[ADAPTIVE] Strategy change: High Flip First
[ADAPTIVE] Strategy change: Topo
[ADAPTIVE] Strategy change: High Flip First
[ADAPTIVE] Strategy change: Topo
[ADAPTIVE] Strategy change: High Flip First
[ADAPTIVE] Strategy change: Topo
[ADAPTIVE] Strategy change: High Flip First
[ADAPTIVE] Strategy change: Low Flip First
[ADAPTIVE] Strategy change: High Flip First
[ADAPTIVE] Strategy change: Default
[ADAPTIVE] Strategy change: High Flip First
[ADAPTIVE] Strategy change: Default
[ADAPTIVE] Strategy change: High Flip First
[ADAPTIVE] Strategy change: Low Flip First
[ADAPTIVE] Strategy change: High Flip First
[ADAPTIVE] Strategy change: Low Flip First
[ADAPTIVE] Strategy change: High Flip First
[ADAPTIVE] Strategy change: Low Flip First
[ADAPTIVE] Strategy change: Default
[ADAPTIVE] Strategy change: High Flip First
[ADAPTIVE] Strategy change: Reverse Topo
[ADAPTIVE] Strategy change: High Flip First
[ADAPTIVE] Strategy change: Reverse Topo
[ADAPTIVE] Strategy change: High Flip First
[ADAPTIVE] Strategy change: Topo
[ADAPTIVE] Strategy change: High Flip First
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 1891]
2 1 7 12 14 14 29 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1896 
SolverStatistic {
    num_solve: 79910,
    avg_decide_var: 0.980772,
    num_simplify_subsume: 0,
    num_simplify_self_subsume: 0,
}
Statistic {
    case: elevator_spec1_product19.cil.aig,
    time: 692.95s,
    num_mic: 2124,
    avg_mic_cube_len: 3.567326,
    avg_po_cube_len: 1861.474341,
    mic_drop: success: 623, fail: 6834, success rate: 8.35%,
    num_down: 7457,
    num_down_sat: 8014,
    ctp: success: 0, fail: 69134, success rate: 0.00%,
    num_get_bad: 2108,
    overall_block_time: 212.410577243s,
    block_get_bad_time: 55.442335964s,
    block_get_predecessor_time: 1.055413273s,
    block_blocked_time: 11.683178387s,
    block_mic_time: 110.024974032s,
    block_push_time: 306.399709ms,
    overall_propagate_time: 460.063826211s,
    xor_gen: success: 0, fail: 0, success rate: NaN%,
    num_auxiliary_var: 0,
    test: success: 0, fail: 0, success rate: NaN%,
}
result: safe
----------------------------------------
STATUS: COMPLETED
Finished at: Fri 18 Apr 2025 11:46:16 AM CST
========================================
